,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3
165,3k,bang,17.0,2.833213344,6.908951778,5.74,2.88,2.2960000000000003,64.0,22.0,16.0
3850,3k,large,35.0,3.555348061,6.121099624,5.74,2.23,2.2960000000000003,98.0,214.0,408.0
6822,3k,sport,5.0,1.609437912,8.244096157000001,5.74,1.82,2.2960000000000003,4.0,23.0,34.0
1503,3k,crow,23.0,3.135494216,6.579162017000001,5.74,3.28,2.2960000000000003,30.0,29.0,18.0
3500,3k,jail,1.0,0.0,10.0,5.74,2.45,2.2960000000000003,21.0,15.0,26.0
3371,3k,hound,2.0,0.693147181,9.243773377,5.74,1.97,2.2960000000000003,19.0,13.0,8.0
2264,3k,fit,24.0,3.17805383,6.53272929,5.74,1.66,2.2960000000000003,82.0,64.0,59.0
4051,3k,lock,9.0,2.197224577,7.60281832,5.74,2.28,2.2960000000000003,44.0,29.0,21.0
8139,3k,warn,5.0,1.609437912,8.244096157000001,5.74,1.94,2.2960000000000003,1.0,9.0,10.0
7146,lcnl,strings,3.0,1.098612289,8.80140916,5.74,2.26,2.2960000000000003,5.0,10.0,13.0
870,3k,cane,2.0,0.693147181,9.243773377,5.74,1.97,2.2960000000000003,53.0,13.0,11.0
256,3k,beast,3.0,1.098612289,8.80140916,5.74,2.79,2.2960000000000003,26.0,13.0,12.0
4798,3k,pal,6.0,1.791759469,8.045182537,5.74,2.54,2.2960000000000003,7.0,9.0,6.0
2902,3k,gray,26.0,3.258096538,6.445402344,5.74,2.6,2.2960000000000003,106.0,116.0,105.0
3169,lcnl,heads,16.0,2.772588722,6.975093507,5.742152000000001,4.5,2.2968608,37.0,42.0,52.0
5321,3k,punch,1.0,0.0,10.0,5.75,2.31,2.3,22.0,8.0,8.0
602,3k,brain,18.0,2.890371758,6.846591697000001,5.76,2.19,2.304,3.0,25.0,42.0
182,3k,bare,4.0,1.386294361,8.487546753,5.78,2.86,2.3120000000000003,13.0,26.0,37.0
6197,3k,shop,20.0,2.995732274,6.731642911000001,5.78,1.86,2.3120000000000003,311.0,118.0,63.0
2237,3k,find,133.0,4.890349128,4.664607587,5.78,3.89,2.3120000000000003,1342.0,870.0,874.0
2570,lcnl,fudge,2.0,0.693147181,9.243773377,5.78,3.25,2.3120000000000003,6.0,8.0,4.0
281,3k,beg,9.0,2.197224577,7.60281832,5.78,2.32,2.3120000000000003,5.0,9.0,15.0
865,3k,camp,4.0,1.386294361,8.487546753,5.78,1.73,2.3120000000000003,62.0,80.0,88.0
5481,3k,rash,2.0,0.693147181,9.243773377,5.78,2.1,2.3120000000000003,10.0,1.0,1.0
4523,3k,mush,2.0,0.693147181,9.243773377,5.78,3.44,2.3120000000000003,2.0,0.0,2.0
4103,3k,lose,12.0,2.48490665,7.288955913,5.78,2.32,2.3120000000000003,47.0,60.0,61.0
6,3k,ache,1.0,0.0,10.0,5.79,2.27,2.316,6.0,7.0,6.0
781,3k,bun,5.0,1.609437912,8.244096157000001,5.79,2.74,2.316,1.0,0.0,0.0
4425,lcnl,month,4.0,1.386294361,8.487546753,5.79,1.51,2.316,18.0,50.0,55.0
1075,3k,chore,1.0,0.0,10.0,5.79,1.51,2.316,0.0,0.0,0.0
3000,3k,growl,7.0,1.9459101490000001,7.877003467000001,5.79,1.87,2.316,2.0,6.0,5.0
4888,lcnl,peek,3.0,1.098612289,8.80140916,5.79,3.01,2.316,49.0,11.0,4.0
2563,3k,fry,3.0,1.098612289,8.80140916,5.79,1.69,2.316,9.0,4.0,4.0
2735,3k,glad,22.0,3.091042453,6.627659085,5.79,2.18,2.316,196.0,151.0,124.0
6549,3k,snail,12.0,2.48490665,7.288955913,5.79,2.57,2.316,18.0,13.0,14.0
4974,3k,pile,12.0,2.48490665,7.288955913,5.79,2.7,2.316,134.0,64.0,59.0
3916,3k,leash,1.0,0.0,10.0,5.79,1.84,2.316,17.0,12.0,6.0
6164,3k,shine,5.0,1.609437912,8.244096157000001,5.79,2.12,2.316,53.0,32.0,17.0
5209,3k,pray,11.0,2.397895273,7.383885707999999,5.79,2.35,2.316,5.0,7.0,10.0
7868,3k,tuck,6.0,1.791759469,8.045182537,5.79,2.12,2.316,0.0,1.0,3.0
3408,3k,hum,8.0,2.079441542,7.73132013,5.795437000000001,2.24,2.3181748000000004,17.0,8.0,7.0
6838,3k,spray,2.0,0.693147181,9.243773377,5.8,1.79,2.32,5.0,6.0,11.0
1160,3k,clear,25.0,3.218875825,6.488192314,5.8,1.79,2.32,15.0,95.0,132.0
648,3k,breath,18.0,2.890371758,6.846591697000001,5.81,2.02,2.324,48.0,105.0,104.0
7571,3k,through,212.0,5.356586275,4.155940809,5.816751,1.86,2.3267004,343.0,714.0,989.0
5905,3k,score,4.0,1.386294361,8.487546753,5.83,1.54,2.332,10.0,7.0,12.0
8024,3k,vest,1.0,0.0,10.0,5.83,2.31,2.332,2.0,8.0,7.0
1399,3k,craft,1.0,0.0,10.0,5.83,2.23,2.332,0.0,0.0,2.0
5771,3k,sack,11.0,2.397895273,7.383885707999999,5.83,2.01,2.332,42.0,21.0,22.0
3588,3k,join,21.0,3.044522438,6.678412627,5.83,1.38,2.332,14.0,44.0,53.0
6566,3k,sneak,3.0,1.098612289,8.80140916,5.83,2.53,2.332,4.0,4.0,8.0
3880,3k,lay,29.0,3.36729583,6.326265436,5.838065000000001,2.01,2.3352260000000005,83.0,173.0,196.0
8329,3k,wide,37.0,3.610917913,6.060472672,5.84,2.14,2.336,65.0,111.0,113.0
6665,3k,sore,9.0,2.197224577,7.60281832,5.84,2.03,2.336,14.0,17.0,11.0
2951,3k,grin,5.0,1.609437912,8.244096157000001,5.84,2.01,2.336,6.0,19.0,18.0
5949,3k,screen,1.0,0.0,10.0,5.84,2.46,2.336,4.0,25.0,38.0
7384,lcnl,tap,7.0,1.9459101490000001,7.877003467000001,5.84,2.87,2.336,72.0,31.0,10.0
6207,3k,shot,11.0,2.397895273,7.383885707999999,5.84,2.75,2.336,63.0,79.0,86.0
6893,3k,squeak,7.0,1.9459101490000001,7.877003467000001,5.84,1.8,2.336,6.0,9.0,13.0
921,3k,cause,23.0,3.135494216,6.579162017000001,5.84,3.1,2.336,2.0,21.0,42.0
4695,3k,nurse,9.0,2.197224577,7.60281832,5.84,1.98,2.336,70.0,57.0,32.0
8196,lcnl,weeds,8.0,2.079441542,7.73132013,5.85,2.35,2.34,48.0,22.0,12.0
3373,3k,hour,37.0,3.610917913,6.060472672,5.85,1.79,2.34,88.0,132.0,146.0
8415,3k,work,71.0,4.262679877,5.3493975019999995,5.86,3.29,2.3440000000000003,874.0,787.0,761.0
5395,3k,quick,31.0,3.4339872039999997,6.253504853,5.89,2.16,2.356,61.0,82.0,77.0
1446,3k,creek,1.0,0.0,10.0,5.89,2.23,2.356,14.0,31.0,42.0
8559,3k,yolk,1.0,0.0,10.0,5.89,2.4,2.356,2.0,2.0,0.0
3978,3k,life,47.0,3.850147602,5.7994720289999995,5.89,3.23,2.356,107.0,258.0,398.0
61,3k,ape,3.0,1.098612289,8.80140916,5.89,2.64,2.356,19.0,11.0,2.0
4855,3k,paw,31.0,3.4339872039999997,6.253504853,5.89,2.95,2.356,38.0,28.0,18.0
4654,3k,noon,14.0,2.63905733,7.120776844,5.89,2.18,2.356,19.0,37.0,34.0
1048,3k,chip,3.0,1.098612289,8.80140916,5.89,2.35,2.356,57.0,12.0,17.0
4144,3k,lump,4.0,1.386294361,8.487546753,5.89,2.38,2.356,8.0,15.0,11.0
1518,3k,crumb,1.0,0.0,10.0,5.89,2.26,2.356,2.0,3.0,3.0
1242,3k,club,79.0,4.3694478519999995,5.232913171,5.89,2.56,2.356,37.0,53.0,52.0
8232,3k,west,9.0,2.197224577,7.60281832,5.89,2.56,2.356,66.0,95.0,113.0
6105,3k,shave,1.0,0.0,10.0,5.89,1.94,2.356,1.0,0.0,4.0
7916,3k,twice,11.0,2.397895273,7.383885707999999,5.891350000000001,2.09,2.3565400000000003,31.0,43.0,58.0
7536,3k,thought,234.0,5.455321115,4.048220664,5.891350000000001,2.18,2.3565400000000003,1047.0,1130.0,1062.0
6499,3k,smack,2.0,0.693147181,9.243773377,5.94,5.16,2.3760000000000003,3.0,3.0,2.0
8467,3k,wrist,2.0,0.693147181,9.243773377,5.94,2.44,2.3760000000000003,5.0,11.0,9.0
4794,3k,pair,13.0,2.5649493569999997,7.201628967,5.94,2.46,2.3760000000000003,20.0,41.0,58.0
4374,3k,mint,1.0,0.0,10.0,5.94,1.86,2.3760000000000003,0.0,1.0,1.0
5689,3k,root,1.0,0.0,10.0,5.94,2.15,2.3760000000000003,0.0,7.0,21.0
5868,3k,scent,2.0,0.693147181,9.243773377,5.94,2.01,2.3760000000000003,0.0,3.0,8.0
4099,3k,lord,13.0,2.5649493569999997,7.201628967,5.95,2.04,2.38,20.0,20.0,30.0
3967,3k,lid,3.0,1.098612289,8.80140916,5.95,3.09,2.38,16.0,14.0,13.0
3269,3k,hint,1.0,0.0,10.0,5.95,1.57,2.38,10.0,6.0,6.0
1438,3k,cream,40.0,3.688879454,5.975416287000001,5.95,2.48,2.38,94.0,55.0,39.0
5178,3k,pot,22.0,3.091042453,6.627659085,5.95,3.99,2.38,129.0,74.0,48.0
607,3k,brake,5.0,1.609437912,8.244096157000001,5.95,2.22,2.38,3.0,6.0,4.0
37,3k,aisle,2.0,0.693147181,9.243773377,5.95,1.54,2.38,3.0,7.0,10.0
1524,3k,crust,2.0,0.693147181,9.243773377,5.95,1.9,2.38,0.0,4.0,7.0
7528,3k,thorn,2.0,0.693147181,9.243773377,5.965949000000001,1.36,2.3863796000000006,3.0,4.0,8.0
2197,3k,few,28.0,3.33220451,6.36455022,5.997920000000001,1.6,2.3991680000000004,269.0,406.0,550.0
4715,3k,odd,2.0,0.693147181,9.243773377,6.0,2.0,2.4,11.0,23.0,30.0
4804,3k,palm,3.0,1.098612289,8.80140916,6.0,2.83,2.4,2.0,22.0,33.0
6056,3k,set,46.0,3.828641396,5.822935393,6.0,3.03,2.4,254.0,283.0,331.0
5725,3k,rub,4.0,1.386294361,8.487546753,6.0,2.89,2.4,31.0,17.0,16.0
7418,3k,team,6.0,1.791759469,8.045182537,6.0,1.81,2.4,81.0,114.0,108.0
625,3k,brave,12.0,2.48490665,7.288955913,6.0,2.03,2.4,76.0,62.0,49.0
2100,3k,fail,4.0,1.386294361,8.487546753,6.0,1.61,2.4,1.0,4.0,4.0
1347,3k,cord,1.0,0.0,10.0,6.0,2.13,2.4,2.0,6.0,10.0
5425,3k,race,14.0,2.63905733,7.120776844,6.0,2.62,2.4,151.0,108.0,90.0
7011,3k,steer,4.0,1.386294361,8.487546753,6.0,1.63,2.4,3.0,4.0,9.0
6415,unl,sleigh,13.0,2.5649493569999997,7.201628967,6.0,3.99,2.4,0.0,1.0,2.0
936,3k,cent,1.0,0.0,10.0,6.0,1.64,2.4,3.0,4.0,5.0
1654,3k,deal,6.0,1.791759469,8.045182537,6.0,2.06,2.4,14.0,35.0,59.0
5089,3k,plug,2.0,0.693147181,9.243773377,6.05,3.36,2.42,9.0,5.0,2.0
1463,3k,crib,1.0,0.0,10.0,6.05,4.16,2.42,2.0,5.0,2.0
386,3k,blank,1.0,0.0,10.0,6.05,1.79,2.42,0.0,7.0,10.0
6554,3k,snap,2.0,0.693147181,9.243773377,6.05,2.9,2.42,6.0,13.0,16.0
7796,3k,trick,35.0,3.555348061,6.121099624,6.05,2.99,2.42,112.0,50.0,30.0
6060,3k,sew,8.0,2.079441542,7.73132013,6.05,2.68,2.42,11.0,11.0,5.0
4891,3k,peel,3.0,1.098612289,8.80140916,6.05,2.41,2.42,1.0,4.0,5.0
7774,3k,tray,7.0,1.9459101490000001,7.877003467000001,6.05,1.81,2.42,3.0,13.0,10.0
3769,3k,knot,1.0,0.0,10.0,6.05,1.96,2.42,3.0,11.0,11.0
7604,3k,tick,10.0,2.3025850930000002,7.487869534,6.05,2.72,2.42,7.0,0.0,2.0
2048,3k,eighth,2.0,0.693147181,9.243773377,6.051205000000001,1.27,2.4204820000000007,2.0,6.0,10.0
7064,3k,stole,17.0,2.833213344,6.908951778,6.051205000000001,1.66,2.4204820000000007,2.0,21.0,21.0
5317,3k,pump,2.0,0.693147181,9.243773377,6.06,1.98,2.424,10.0,13.0,14.0
4977,3k,pill,1.0,0.0,10.0,6.06,2.29,2.424,22.0,6.0,4.0
6686,3k,south,28.0,3.33220451,6.36455022,6.06,2.15,2.424,44.0,78.0,120.0
1248,3k,clue,2.0,0.693147181,9.243773377,6.06,2.15,2.424,22.0,25.0,23.0
7921,3k,twin,2.0,0.693147181,9.243773377,6.06,1.73,2.424,10.0,9.0,8.0
3423,3k,hunt,13.0,2.5649493569999997,7.201628967,6.06,2.01,2.424,102.0,55.0,52.0
2209,lcnl,field,18.0,2.890371758,6.846591697000001,6.1,2.38,2.44,132.0,154.0,139.0
4023,3k,live,53.0,3.9702919139999997,5.668394056,6.1,2.15,2.44,443.0,475.0,561.0
84,lcnl,as,844.0,6.738152495,2.648645986,6.104490000000001,2.3,2.4417960000000005,2243.0,3346.0,4616.0
2180,3k,felt,79.0,4.3694478519999995,5.232913171,6.104490000000001,1.95,2.4417960000000005,342.0,460.0,500.0
110,3k,axe,6.0,1.791759469,8.045182537,6.11,1.49,2.444,0.0,3.0,8.0
7322,3k,swoop,1.0,0.0,10.0,6.11,2.02,2.444,0.0,2.0,3.0
1419,3k,crash,13.0,2.5649493569999997,7.201628967,6.11,2.59,2.444,27.0,34.0,28.0
1062,3k,choke,1.0,0.0,10.0,6.11,2.23,2.444,1.0,4.0,3.0
5695,3k,rose,21.0,3.044522438,6.678412627,6.11,2.33,2.444,77.0,95.0,117.0
4844,3k,path,13.0,2.5649493569999997,7.201628967,6.11,2.95,2.444,105.0,82.0,87.0
7658,3k,toad,115.0,4.744932128,4.823258173999999,6.11,2.64,2.444,419.0,63.0,12.0
276,3k,beer,2.0,0.693147181,9.243773377,6.11,2.68,2.444,0.0,10.0,10.0
5155,3k,poor,65.0,4.17438727,5.445725124,6.11,1.94,2.444,81.0,153.0,158.0
3411,3k,hump,7.0,1.9459101490000001,7.877003467000001,6.11,1.64,2.444,0.0,4.0,5.0
6102,3k,sharp,12.0,2.48490665,7.288955913,6.11,2.73,2.444,37.0,84.0,83.0
413,lcnl,blessed,1.0,0.0,10.0,6.11,2.69,2.444,0.0,2.0,4.0
5620,3k,rip,1.0,0.0,10.0,6.11,3.41,2.444,14.0,11.0,10.0
3342,3k,hoop,2.0,0.693147181,9.243773377,6.11,1.45,2.444,8.0,3.0,4.0
8340,3k,wild,37.0,3.610917913,6.060472672,6.11,2.51,2.444,55.0,101.0,122.0
5007,3k,pit,2.0,0.693147181,9.243773377,6.14,2.37,2.456,17.0,19.0,19.0
258,3k,beat,15.0,2.7080502010000003,7.045505317000001,6.15,1.66,2.46,65.0,85.0,84.0
8216,3k,well,222.0,5.402677382,4.105655209,6.157775000000001,2.65,2.4631100000000004,1024.0,1066.0,1046.0
489,3k,bob,3.0,1.098612289,8.80140916,6.157775000000001,1.97,2.4631100000000004,281.0,91.0,66.0
895,3k,cart,7.0,1.9459101490000001,7.877003467000001,6.16,2.32,2.464,34.0,32.0,24.0
557,3k,boss,1.0,0.0,10.0,6.16,2.36,2.464,125.0,38.0,23.0
7650,3k,tire,6.0,1.791759469,8.045182537,6.16,1.64,2.464,15.0,16.0,11.0
4602,3k,news,16.0,2.772588722,6.975093507,6.16,2.27,2.464,40.0,62.0,84.0
2858,3k,gown,19.0,2.9444389789999996,6.78760412,6.16,2.34,2.464,3.0,0.0,3.0
6577,3k,sniff,8.0,2.079441542,7.73132013,6.16,3.39,2.464,11.0,6.0,3.0
4786,3k,pail,24.0,3.17805383,6.53272929,6.16,2.67,2.464,44.0,19.0,15.0
162,3k,band,23.0,3.135494216,6.579162017000001,6.16,2.54,2.464,61.0,47.0,39.0
6674,3k,soul,6.0,1.791759469,8.045182537,6.17,2.38,2.468,2.0,10.0,20.0
2035,3k,edge,12.0,2.48490665,7.288955913,6.17,2.31,2.468,20.0,103.0,122.0
3271,3k,hip,2.0,0.693147181,9.243773377,6.17,2.64,2.468,0.0,3.0,6.0
6994,3k,steal,7.0,1.9459101490000001,7.877003467000001,6.17,2.09,2.468,14.0,14.0,16.0
565,3k,bounce,3.0,1.098612289,8.80140916,6.17,4.9,2.468,5.0,11.0,14.0
6441,3k,slip,4.0,1.386294361,8.487546753,6.17,2.6,2.468,13.0,21.0,23.0
886,3k,card,4.0,1.386294361,8.487546753,6.2,2.26,2.48,53.0,45.0,28.0
3582,3k,jog,2.0,0.693147181,9.243773377,6.21,2.68,2.484,0.0,0.0,1.0
7074,3k,stool,2.0,0.693147181,9.243773377,6.21,3.36,2.484,9.0,7.0,10.0
7044,3k,sting,2.0,0.693147181,9.243773377,6.21,3.26,2.484,12.0,14.0,5.0
5931,3k,scrape,5.0,1.609437912,8.244096157000001,6.21,2.94,2.484,1.0,6.0,5.0
7128,3k,strength,5.0,1.609437912,8.244096157000001,6.21,2.53,2.484,6.0,18.0,33.0
6216,3k,show,80.0,4.382026635,5.219189664,6.21,1.81,2.484,545.0,372.0,384.0
4764,3k,owl,65.0,4.17438727,5.445725124,6.21,2.66,2.484,151.0,58.0,33.0
5703,3k,rough,9.0,2.197224577,7.60281832,6.21,2.3,2.484,5.0,37.0,37.0
81,3k,art,5.0,1.609437912,8.244096157000001,6.21,2.32,2.484,41.0,25.0,38.0
3024,3k,guest,5.0,1.609437912,8.244096157000001,6.21,3.17,2.484,0.0,9.0,11.0
2425,3k,fog,4.0,1.386294361,8.487546753,6.21,2.2,2.484,26.0,27.0,27.0
6737,3k,speech,7.0,1.9459101490000001,7.877003467000001,6.22,1.63,2.488,6.0,16.0,20.0
2517,3k,fresh,22.0,3.091042453,6.627659085,6.22,1.86,2.488,40.0,70.0,83.0
659,3k,breeze,15.0,2.7080502010000003,7.045505317000001,6.22,3.0,2.488,5.0,9.0,22.0
1765,3k,ditch,5.0,1.609437912,8.244096157000001,6.22,2.16,2.488,11.0,8.0,13.0
6803,3k,spoke,20.0,2.995732274,6.731642911000001,6.232374000000001,2.91,2.4929496,79.0,115.0,112.0
6793,3k,split,9.0,2.197224577,7.60281832,6.25,2.36,2.5,11.0,19.0,21.0
2291,3k,flame,1.0,0.0,10.0,6.25,2.38,2.5,14.0,10.0,13.0
550,lcnl,bored,6.0,1.791759469,8.045182537,6.25,1.68,2.5,6.0,14.0,18.0
3020,3k,guard,8.0,2.079441542,7.73132013,6.25,2.07,2.5,29.0,48.0,31.0
5428,3k,rack,2.0,0.693147181,9.243773377,6.26,2.66,2.504,10.0,6.0,6.0
1857,3k,drain,2.0,0.693147181,9.243773377,6.26,2.96,2.504,2.0,4.0,5.0
6998,3k,steam,23.0,3.135494216,6.579162017000001,6.26,2.45,2.504,15.0,32.0,30.0
8138,3k,warmth,1.0,0.0,10.0,6.26,2.33,2.504,0.0,13.0,18.0
3339,3k,hook,23.0,3.135494216,6.579162017000001,6.26,1.85,2.504,33.0,20.0,17.0
7465,3k,test,5.0,1.609437912,8.244096157000001,6.26,1.45,2.504,40.0,55.0,58.0
858,3k,calm,4.0,1.386294361,8.487546753,6.26,2.18,2.504,4.0,24.0,35.0
4106,3k,lot,60.0,4.094344562,5.533052071,6.2643450000000005,2.25,2.505738,444.0,411.0,372.0
3757,3k,knight,2.0,0.693147181,9.243773377,6.2643450000000005,1.76,2.505738,0.0,1.0,5.0
4876,3k,pearl,4.0,1.386294361,8.487546753,6.2750020000000015,2.1,2.5100008000000007,0.0,12.0,8.0
2780,3k,glow,2.0,0.693147181,9.243773377,6.28,1.87,2.512,0.0,12.0,17.0
7917,lcnl,twig,4.0,1.386294361,8.487546753,6.28,3.03,2.512,3.0,4.0,5.0
2184,3k,fence,39.0,3.6635616460000002,6.003038127000001,6.28,3.36,2.512,85.0,96.0,71.0
6799,3k,spoil,6.0,1.791759469,8.045182537,6.3,1.72,2.52,5.0,11.0,13.0
8520,3k,yea,2.0,0.693147181,9.243773377,6.317630000000001,3.58,2.5270520000000003,0.0,0.0,1.0
109,lcnl,ax,1.0,0.0,10.0,6.317630000000001,1.73,2.5270520000000003,11.0,11.0,14.0
7259,3k,swan,14.0,2.63905733,7.120776844,6.317630000000001,2.05,2.5270520000000003,13.0,3.0,5.0
1926,3k,drove,14.0,2.63905733,7.120776844,6.317630000000001,2.57,2.5270520000000003,86.0,101.0,85.0
7363,3k,tale,9.0,2.197224577,7.60281832,6.32,2.52,2.528,0.0,8.0,13.0
