,Unnamed: 0,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,Has_freq,Has_aoa,Filter,score
849,2047,3k,eight,27,3.295836866,6.40422748,5.3585,1.72,2.1434,60,73,85,TRUE,TRUE,TRUE,5.34551374
1039,7689,3k,tongue,14,2.63905733,7.120776844,4.47,2.87,1.788,21,38,44,TRUE,TRUE,TRUE,5.348388422
878,2813,3k,goat,24,3.17805383,6.53272929,5.21,2.07,2.084,70,52,33,TRUE,TRUE,TRUE,5.350364645
885,3831,3k,land,24,3.17805383,6.53272929,5.22,2.69,2.088,194,248,315,TRUE,TRUE,TRUE,5.354364645
791,3850,3k,large,35,3.555348061,6.121099624,5.74,2.23,2.296,98,214,408,TRUE,TRUE,TRUE,5.356549812
840,6847,3k,spring,29,3.36729583,6.326265436,5.5,2.15,2.2,129,131,153,TRUE,TRUE,TRUE,5.363132718
910,1994,3k,dust,21,3.044522438,6.678412627,5.06,1.39,2.024,36,61,66,TRUE,TRUE,TRUE,5.363206314
942,8404,lcnl,woods,19,2.944438979,6.78760412,4.930784,1.62,1.9723136,216,143,126,TRUE,TRUE,TRUE,5.36611566
784,8329,3k,wide,37,3.610917913,6.060472672,5.84,2.14,2.336,65,111,113,TRUE,TRUE,TRUE,5.366236336
1453,4752,3k,ouch,3,1.098612289,8.80140916,2.417168,1.34,0.9668672,14,6,4,TRUE,TRUE,TRUE,5.36757178
768,1438,3k,cream,40,3.688879454,5.975416287,5.95,2.48,2.38,94,55,39,TRUE,TRUE,TRUE,5.367708144
786,3373,3k,hour,37,3.610917913,6.060472672,5.85,1.79,2.34,88,132,146,TRUE,TRUE,TRUE,5.370236336
902,2509,3k,free,23,3.135494216,6.579162017,5.21,1.78,2.084,92,116,120,TRUE,TRUE,TRUE,5.373581009
960,1881,3k,dream,18,2.890371758,6.846591697,4.88,1.95,1.952,61,68,67,TRUE,TRUE,TRUE,5.375295849
1139,7115,3k,straw,11,2.397895273,7.383885708,4.22,1.26,1.688,38,47,35,TRUE,TRUE,TRUE,5.379942854
976,810,3k,bush,18,2.890371758,6.846591697,4.9,2.1,1.96,20,21,31,TRUE,TRUE,TRUE,5.383295849
1160,3060,3k,guy,10,2.302585093,7.487869534,4.11,1.91,1.644,25,51,38,TRUE,TRUE,TRUE,5.387934767
1282,250,3k,bean,6,1.791759469,8.045182537,3.42,1.12,1.368,21,24,17,TRUE,TRUE,TRUE,5.390591269
1056,1326,3k,cool,14,2.63905733,7.120776844,4.58,2.32,1.832,60,93,113,TRUE,TRUE,TRUE,5.392388422
891,5691,3k,rope,26,3.258096538,6.445402344,5.44,2.09,2.176,133,109,93,TRUE,TRUE,TRUE,5.398701172
989,7144,3k,string,18,2.890371758,6.846591697,4.94,1.7,1.976,93,74,57,TRUE,TRUE,TRUE,5.399295849
1027,437,3k,block,16,2.772588722,6.975093507,4.79,3.08,1.916,87,65,59,TRUE,TRUE,TRUE,5.403546754
1029,6430,3k,slide,16,2.772588722,6.975093507,4.79,2.3,1.916,12,21,24,TRUE,TRUE,TRUE,5.403546754
1047,5739,3k,rule,15,2.708050201,7.045505317,4.72,1.49,1.888,24,57,40,TRUE,TRUE,TRUE,5.410752659
1020,3397,3k,huge,17,2.833213344,6.908951778,4.9,3.14,1.96,30,80,116,TRUE,TRUE,TRUE,5.414475889
922,1906,3k,drive,22,3.091042453,6.627659085,5.26,2.58,2.104,78,108,98,TRUE,TRUE,TRUE,5.417829543
1043,6097,3k,share,16,2.772588722,6.975093507,4.84,1.86,1.936,39,48,52,TRUE,TRUE,TRUE,5.423546754
905,3096,3k,half,25,3.218875825,6.488192314,5.454413,1.77,2.1817652,77,188,251,TRUE,TRUE,TRUE,5.425861357
939,3161,3k,hay,22,3.091042453,6.627659085,5.32,1.92,2.128,8,20,32,TRUE,TRUE,TRUE,5.441829543
1162,3624,3k,juice,11,2.397895273,7.383885708,4.4,2.21,1.76,13,29,33,TRUE,TRUE,TRUE,5.451942854
1164,4299,3k,meat,11,2.397895273,7.383885708,4.42,1.57,1.768,50,93,103,TRUE,TRUE,TRUE,5.459942854
697,8311,3k,whole,67,4.204692619,5.412661855,6.89,2.71,2.756,114,227,259,TRUE,TRUE,TRUE,5.462330928
1155,5118,3k,point,12,2.48490665,7.288955913,4.55,1.61,1.82,34,79,100,TRUE,TRUE,TRUE,5.464477957
1025,4597,3k,nest,18,2.890371758,6.846591697,5.11,1.94,2.044,84,59,58,TRUE,TRUE,TRUE,5.467295849
1026,8197,3k,week,18,2.890371758,6.846591697,5.11,2.56,2.044,133,193,125,TRUE,TRUE,TRUE,5.467295849
1060,1145,3k,class,16,2.772588722,6.975093507,4.95,1.36,1.98,182,181,177,TRUE,TRUE,TRUE,5.467546754
1124,7660,3k,toast,13,2.564949357,7.201628967,4.67,3.34,1.868,5,18,18,TRUE,TRUE,TRUE,5.468814484
823,8340,3k,wild,37,3.610917913,6.060472672,6.11,2.51,2.444,55,101,122,TRUE,TRUE,TRUE,5.474236336
908,5126,3k,pole,26,3.258096538,6.445402344,5.63,2.83,2.252,34,60,70,TRUE,TRUE,TRUE,5.474701172
951,6100,3k,shark,23,3.135494216,6.579162017,5.47,1.65,2.188,15,19,8,TRUE,TRUE,TRUE,5.477581009
954,7412,3k,tea,23,3.135494216,6.579162017,5.47,2.39,2.188,51,61,71,TRUE,TRUE,TRUE,5.477581009
936,984,3k,chase,24,3.17805383,6.53272929,5.53,2.12,2.212,21,17,15,TRUE,TRUE,TRUE,5.478364645
1078,783,3k,bunch,15,2.708050201,7.045505317,4.89,1.78,1.956,24,29,19,TRUE,TRUE,TRUE,5.478752659
1170,5667,3k,roll,11,2.397895273,7.383885708,4.47,2.12,1.788,71,59,47,TRUE,TRUE,TRUE,5.479942854
847,7796,3k,trick,35,3.555348061,6.121099624,6.05,2.99,2.42,112,50,30,TRUE,TRUE,TRUE,5.480549812
871,4855,3k,paw,31,3.433987204,6.253504853,5.89,2.95,2.356,38,28,18,TRUE,TRUE,TRUE,5.482752426
874,5395,3k,quick,31,3.433987204,6.253504853,5.89,2.16,2.356,61,82,77,TRUE,TRUE,TRUE,5.482752426
1042,7453,3k,tent,18,2.890371758,6.846591697,5.16,1.95,2.064,51,39,39,TRUE,TRUE,TRUE,5.487295849
969,5277,3k,proud,22,3.091042453,6.627659085,5.44,1.58,2.176,45,67,60,TRUE,TRUE,TRUE,5.489829543
900,3880,3k,lay,29,3.36729583,6.326265436,5.838065,2.01,2.335226,83,173,196,TRUE,TRUE,TRUE,5.498358718
1113,7087,3k,storm,15,2.708050201,7.045505317,4.94,2.51,1.976,32,69,73,TRUE,TRUE,TRUE,5.498752659
1152,3279,3k,hit,13,2.564949357,7.201628967,4.75,2.83,1.9,263,189,145,TRUE,TRUE,TRUE,5.500814484
1073,5795,3k,salt,16,2.772588722,6.975093507,5.05,2.2,2.02,19,38,52,TRUE,TRUE,TRUE,5.507546754
1199,7856,3k,truth,10,2.302585093,7.487869534,4.42,2.06,1.768,20,41,42,TRUE,TRUE,TRUE,5.511934767
833,2184,3k,fence,39,3.663561646,6.003038127,6.28,3.36,2.512,85,96,71,TRUE,TRUE,TRUE,5.513519064
1037,643,3k,break,19,2.944438979,6.78760412,5.3,2.18,2.12,56,77,100,TRUE,TRUE,TRUE,5.51380206
1005,6276,3k,sight,21,3.044522438,6.678412627,5.44,2.01,2.176,24,88,112,TRUE,TRUE,TRUE,5.515206314
752,4835,3k,past,56,4.025351691,5.608323597,6.78,1.52,2.712,115,159,178,TRUE,TRUE,TRUE,5.516161799
981,4651,3k,none,23,3.135494216,6.579162017,5.57164,1.85,2.228656,16,56,71,TRUE,TRUE,TRUE,5.518237009
1299,6206,unl,shorts,7,1.945910149,7.877003467,3.95,1.13,1.58,6,3,4,TRUE,TRUE,TRUE,5.518501734
930,2902,3k,gray,26,3.258096538,6.445402344,5.74,2.6,2.296,106,116,105,TRUE,TRUE,TRUE,5.518701172
790,684,3k,bright,48,3.871201011,5.776502667,6.58,2.87,2.632,109,139,153,TRUE,TRUE,TRUE,5.520251334
1072,187,3k,bark,17,2.833213344,6.908951778,5.17,1.76,2.068,58,47,45,TRUE,TRUE,TRUE,5.522475889
803,356,3k,bit,44,3.784189634,5.871432462,6.47,2.55,2.588,117,139,143,TRUE,TRUE,TRUE,5.523716231
1271,3821,3k,lamb,8,2.079441542,7.73132013,4.15,1.81,1.66,24,16,14,TRUE,TRUE,TRUE,5.525660065
1045,6170,3k,ship,19,2.944438979,6.78760412,5.33,2.06,2.132,165,148,149,TRUE,TRUE,TRUE,5.52580206
1052,6078,3k,shake,18,2.890371758,6.846591697,5.26,1.69,2.104,45,45,38,TRUE,TRUE,TRUE,5.527295849
1188,3890,3k,leaf,11,2.397895273,7.383885708,4.6,2.37,1.84,30,30,24,TRUE,TRUE,TRUE,5.531942854
963,2105,3k,fair,24,3.17805383,6.53272929,5.67,1.91,2.268,113,104,78,TRUE,TRUE,TRUE,5.534364645
965,8334,3k,wife,24,3.17805383,6.53272929,5.67,3.2,2.268,191,157,123,TRUE,TRUE,TRUE,5.534364645
1004,532,3k,boom,22,3.091042453,6.627659085,5.56,2.43,2.224,8,28,15,TRUE,TRUE,TRUE,5.537829543
1342,759,3k,bug,6,1.791759469,8.045182537,3.79,1.72,1.516,107,26,9,TRUE,TRUE,TRUE,5.538591269
1077,2585,3k,fur,17,2.833213344,6.908951778,5.22,2.05,2.088,60,55,53,TRUE,TRUE,TRUE,5.542475889
1281,5941,3k,scream,8,2.079441542,7.73132013,4.2,1.58,1.68,11,20,16,TRUE,TRUE,TRUE,5.545660065
1285,4867,3k,peach,8,2.079441542,7.73132013,4.21,1.27,1.684,7,15,8,TRUE,TRUE,TRUE,5.549660065
1071,2647,3k,gate,18,2.890371758,6.846591697,5.32,2.29,2.128,77,67,61,TRUE,TRUE,TRUE,5.551295849
1215,1722,3k,die,10,2.302585093,7.487869534,4.53,1.78,1.812,44,93,62,TRUE,TRUE,TRUE,5.555934767
999,2264,3k,fit,24,3.17805383,6.53272929,5.74,1.66,2.296,82,64,59,TRUE,TRUE,TRUE,5.562364645
1030,1703,3k,desk,21,3.044522438,6.678412627,5.56,2.2,2.224,140,126,89,TRUE,TRUE,TRUE,5.563206314
985,1160,3k,clear,25,3.218875825,6.488192314,5.8,1.79,2.32,15,95,132,TRUE,TRUE,TRUE,5.564096157
1040,676,3k,bridge,21,3.044522438,6.678412627,5.58,2.34,2.232,31,52,44,TRUE,TRUE,TRUE,5.571206313
836,3508,3k,jam,43,3.761200116,5.896514127,6.56,4,2.624,23,20,11,TRUE,TRUE,TRUE,5.572257064
1422,2460,3k,fork,5,1.609437912,8.244096157,3.63,1.86,1.452,13,13,10,TRUE,TRUE,TRUE,5.574048079
1226,3724,3k,kite,10,2.302585093,7.487869534,4.58,1.64,1.832,127,32,25,TRUE,TRUE,TRUE,5.575934767
772,3492,3k,jack,57,4.043051268,5.58901328,6.95705,2.91,2.78282,244,165,92,TRUE,TRUE,TRUE,5.57732664
1367,1428,3k,crawl,6,1.791759469,8.045182537,3.89,1.23,1.556,17,12,16,TRUE,TRUE,TRUE,5.578591269
1088,3576,3k,job,18,2.890371758,6.846591697,5.39,2.06,2.156,348,280,168,TRUE,TRUE,TRUE,5.579295849
947,2197,3k,few,28,3.33220451,6.36455022,5.99792,1.6,2.399168,269,406,550,TRUE,TRUE,TRUE,5.58144311
1023,1503,3k,crow,23,3.135494216,6.579162017,5.74,3.28,2.296,30,29,18,TRUE,TRUE,TRUE,5.585581009
1191,545,lcnl,boots,12,2.48490665,7.288955913,4.86,2.71,1.944,50,48,43,TRUE,TRUE,TRUE,5.588477957
1268,6301,3k,sink,9,2.197224577,7.60281832,4.47,2.04,1.788,29,32,28,TRUE,TRUE,TRUE,5.58940916
1141,5245,3k,prince,16,2.772588722,6.975093507,5.26,2.31,2.104,94,71,70,TRUE,TRUE,TRUE,5.591546754
1272,7913,3k,twelve,9,2.197224577,7.60281832,4.484626,1.1,1.7938504,24,41,57,TRUE,TRUE,TRUE,5.59525956
1194,1761,3k,dish,12,2.48490665,7.288955913,4.89,2.42,1.956,41,31,10,TRUE,TRUE,TRUE,5.600477957
1182,3123,3k,harm,13,2.564949357,7.201628967,5,1.41,2,17,28,30,TRUE,TRUE,TRUE,5.600814484
1179,2271,3k,fix,13,2.564949357,7.201628967,5,1.88,2,151,76,41,TRUE,TRUE,TRUE,5.600814484
1276,8571,lcnl,yours,9,2.197224577,7.60281832,4.50594,2.12,1.802376,48,60,48,TRUE,TRUE,TRUE,5.60378516
1237,7149,unl,striped,10,2.302585093,7.487869534,4.65,2.03,1.86,9,8,6,TRUE,TRUE,TRUE,5.603934767
720,5416,3k,quite,77,4.343805422,5.260889175,7.436615,2.54,2.974646,35,138,186,TRUE,TRUE,TRUE,5.605090587
799,7626,3k,till,52,3.951243719,5.689175721,6.903765,1.85,2.761506,40,68,69,TRUE,TRUE,TRUE,5.606093861
959,6686,3k,south,28,3.33220451,6.36455022,6.06,2.15,2.424,44,78,120,TRUE,TRUE,TRUE,5.60627511
832,4345,3k,mike,47,3.850147602,5.799472029,6.775881,2.99,2.7103524,445,175,64,TRUE,TRUE,TRUE,5.610088415
1239,7413,3k,teach,10,2.302585093,7.487869534,4.67,1.64,1.868,46,52,46,TRUE,TRUE,TRUE,5.611934767
1435,820,3k,butt,5,1.609437912,8.244096157,3.73,1.86,1.492,0,3,3,TRUE,TRUE,TRUE,5.614048079
1153,1153,3k,clay,16,2.772588722,6.975093507,5.32,2.06,2.128,59,60,42,TRUE,TRUE,TRUE,5.615546754
1069,1693,3k,den,21,3.044522438,6.678412627,5.7,1.66,2.28,21,12,9,TRUE,TRUE,TRUE,5.619206313
1173,5148,3k,pool,14,2.63905733,7.120776844,5.15,2.3,2.06,80,59,48,TRUE,TRUE,TRUE,5.620388422
1121,6504,3k,smart,18,2.890371758,6.846591697,5.5,1.86,2.2,114,57,41,TRUE,TRUE,TRUE,5.623295849
1044,921,3k,cause,23,3.135494216,6.579162017,5.84,3.1,2.336,2,21,42,TRUE,TRUE,TRUE,5.625581009
1311,8251,3k,wheel,8,2.079441542,7.73132013,4.4,2.09,1.76,37,67,80,TRUE,TRUE,TRUE,5.625660065
1050,2735,3k,glad,22,3.091042453,6.627659085,5.79,2.18,2.316,196,151,124,TRUE,TRUE,TRUE,5.629829543
1312,3745,3k,knee,8,2.079441542,7.73132013,4.42,2.52,1.768,14,23,24,TRUE,TRUE,TRUE,5.633660065
1122,2828,lcnl,goo,18,2.890371758,6.846591697,5.53,2.37,2.212,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,5.635295849
1177,7979,3k,van,14,2.63905733,7.120776844,5.198645,2.76,2.079458,98,20,10,TRUE,TRUE,TRUE,5.639846422
1265,4294,3k,meal,10,2.302585093,7.487869534,4.74,1.56,1.896,20,41,49,TRUE,TRUE,TRUE,5.639934767
1267,7611,3k,tie,10,2.302585093,7.487869534,4.74,1.82,1.896,53,36,31,TRUE,TRUE,TRUE,5.639934767
1350,8163,3k,wave,7,1.945910149,7.877003467,4.26,1.59,1.704,16,27,35,TRUE,TRUE,TRUE,5.642501734
1207,7350,3k,tag,12,2.48490665,7.288955913,5,1.81,2,45,18,6,TRUE,TRUE,TRUE,5.644477956
1116,8104,3k,wake,19,2.944438979,6.78760412,5.63,3.93,2.252,56,62,50,TRUE,TRUE,TRUE,5.64580206
911,2061,3k,else,36,3.583518938,6.090365073,6.53077,1.77,2.612308,175,262,287,TRUE,TRUE,TRUE,5.657490536
1158,3141,3k,hate,17,2.833213344,6.908951778,5.53,2.06,2.212,85,60,47,TRUE,TRUE,TRUE,5.666475889
1100,3588,3k,join,21,3.044522438,6.678412627,5.83,1.38,2.332,14,44,53,TRUE,TRUE,TRUE,5.671206314
1249,5031,3k,plane,11,2.397895273,7.383885708,4.95,2.3,1.98,86,89,64,TRUE,TRUE,TRUE,5.671942854
914,1974,3k,dump,36,3.583518938,6.090365073,6.58,2.5,2.632,4,13,14,TRUE,TRUE,TRUE,5.677182536
1337,4981,3k,pin,8,2.079441542,7.73132013,4.53,1.39,1.812,22,10,15,TRUE,TRUE,TRUE,5.677660065
1119,6197,3k,shop,20,2.995732274,6.731642911,5.78,1.86,2.312,311,118,63,TRUE,TRUE,TRUE,5.677821456
1426,3755,3k,knife,6,1.791759469,8.045182537,4.15,1.8,1.66,20,46,42,TRUE,TRUE,TRUE,5.682591269
986,3223,3k,hen,31,3.433987204,6.253504853,6.39,2.81,2.556,222,34,19,TRUE,TRUE,TRUE,5.682752427
1309,6016,3k,seed,9,2.197224577,7.60281832,4.72,2.24,1.888,20,29,38,TRUE,TRUE,TRUE,5.68940916
1089,5178,3k,pot,22,3.091042453,6.627659085,5.95,3.99,2.38,129,74,48,TRUE,TRUE,TRUE,5.693829543
1167,5936,3k,scratch,17,2.833213344,6.908951778,5.61,3.05,2.244,2,7,13,TRUE,TRUE,TRUE,5.698475889
1176,879,3k,cap,16,2.772588722,6.975093507,5.53,2.01,2.212,84,48,52,TRUE,TRUE,TRUE,5.699546754
1293,8372,3k,wire,10,2.302585093,7.487869534,4.89,1.78,1.956,18,35,39,TRUE,TRUE,TRUE,5.699934767
1488,7864,3k,tub,5,1.609437912,8.244096157,3.95,1.64,1.58,31,10,18,TRUE,TRUE,TRUE,5.702048079
1347,7778,3k,treat,8,2.079441542,7.73132013,4.61,2.03,1.844,6,19,18,TRUE,TRUE,TRUE,5.709660065
1346,5736,3k,rug,8,2.079441542,7.73132013,4.61,1.61,1.844,32,34,22,TRUE,TRUE,TRUE,5.709660065
815,1378,3k,course,59,4.077537444,5.551388711,7.340702,1.96,2.9362808,92,203,278,TRUE,TRUE,TRUE,5.711975155
1240,1652,3k,dead,12,2.48490665,7.288955913,5.17,2.09,2.068,86,153,163,TRUE,TRUE,TRUE,5.712477957
1319,8362,3k,wing,9,2.197224577,7.60281832,4.79,1.84,1.916,20,21,19,TRUE,TRUE,TRUE,5.71740916
1185,4017,3k,list,16,2.772588722,6.975093507,5.58,2.32,2.232,164,76,65,TRUE,TRUE,TRUE,5.719546753
1497,3826,3k,lamp,5,1.609437912,8.244096157,4,2.08,1.6,18,26,28,TRUE,TRUE,TRUE,5.722048079
1363,6505,3k,smash,8,2.079441542,7.73132013,4.65,2.03,1.86,3,3,3,TRUE,TRUE,TRUE,5.725660065
1443,1579,3k,cute,6,1.791759469,8.045182537,4.26,1.45,1.704,6,18,11,TRUE,TRUE,TRUE,5.726591269
1163,602,3k,brain,18,2.890371758,6.846591697,5.76,2.19,2.304,3,25,42,TRUE,TRUE,TRUE,5.727295849
1076,4786,3k,pail,24,3.17805383,6.53272929,6.16,2.67,2.464,44,19,15,TRUE,TRUE,TRUE,5.730364645
1408,6350,3k,skin,7,1.945910149,7.877003467,4.48,1.69,1.792,62,75,90,TRUE,TRUE,TRUE,5.730501734
938,7099,3k,straight,38,3.63758616,6.031377497,6.797195,1.69,2.718878,79,141,148,TRUE,TRUE,TRUE,5.734566749
1287,5328,3k,pup,11,2.397895273,7.383885708,5.11,3.78,2.044,25,14,6,TRUE,TRUE,TRUE,5.735942854
1373,6353,3k,skip,8,2.079441542,7.73132013,4.68,1.95,1.872,6,12,12,TRUE,TRUE,TRUE,5.737660065
966,7635,3k,times,35,3.555348061,6.121099624,6.7,2.43,2.68,176,229,268,TRUE,TRUE,TRUE,5.740549812
1168,648,3k,breath,18,2.890371758,6.846591697,5.81,2.02,2.324,48,105,104,TRUE,TRUE,TRUE,5.747295849
1184,165,3k,bang,17,2.833213344,6.908951778,5.74,2.88,2.296,64,22,16,TRUE,TRUE,TRUE,5.750475889
1117,162,3k,band,23,3.135494216,6.579162017,6.16,2.54,2.464,61,47,39,TRUE,TRUE,TRUE,5.753581009
1192,6695,3k,space,16,2.772588722,6.975093507,5.67,1.91,2.268,67,103,148,TRUE,TRUE,TRUE,5.755546754
1537,525,3k,boo,4,1.386294361,8.487546753,3.781264,2.29,1.5125056,15,8,0,TRUE,TRUE,TRUE,5.756278977
1542,4010,3k,lip,4,1.386294361,8.487546753,3.79,1.13,1.516,4,11,13,TRUE,TRUE,TRUE,5.759773377
1383,3979,3k,lift,8,2.079441542,7.73132013,4.74,1.91,1.896,27,39,43,TRUE,TRUE,TRUE,5.761660065
1250,4545,3k,nail,13,2.564949357,7.201628967,5.42,2.36,2.168,29,16,12,TRUE,TRUE,TRUE,5.768814484
1286,6260,3k,shy,12,2.48490665,7.288955913,5.32,1.95,2.128,16,16,14,TRUE,TRUE,TRUE,5.772477956
1257,4577,3k,neat,13,2.564949357,7.201628967,5.43,3.2,2.172,21,43,30,TRUE,TRUE,TRUE,5.772814483
1210,422,3k,blink,15,2.708050201,7.045505317,5.63,2.27,2.252,3,3,5,TRUE,TRUE,TRUE,5.774752659
1323,7560,3k,throat,10,2.302585093,7.487869534,5.09,2.19,2.036,14,42,58,TRUE,TRUE,TRUE,5.779934767
869,2239,3k,fine,56,4.025351691,5.608323597,7.44,2.68,2.976,223,212,177,TRUE,TRUE,TRUE,5.780161799
1159,5695,3k,rose,21,3.044522438,6.678412627,6.11,2.33,2.444,77,95,117,TRUE,TRUE,TRUE,5.783206314
1200,3169,lcnl,heads,16,2.772588722,6.975093507,5.742152,4.5,2.2968608,37,42,52,TRUE,TRUE,TRUE,5.784407553
1328,5485,3k,rat,10,2.302585093,7.487869534,5.11,2.25,2.044,57,27,23,TRUE,TRUE,TRUE,5.787934767
1143,6998,3k,steam,23,3.135494216,6.579162017,6.26,2.45,2.504,15,32,30,TRUE,TRUE,TRUE,5.793581009
1142,3339,3k,hook,23,3.135494216,6.579162017,6.26,1.85,2.504,33,20,17,TRUE,TRUE,TRUE,5.793581009
1217,6040,3k,send,15,2.708050201,7.045505317,5.68,1.73,2.272,74,75,83,TRUE,TRUE,TRUE,5.794752659
1749,6632,3k,sock,2,0.693147181,9.243773377,2.94,1.39,1.176,13,13,3,TRUE,TRUE,TRUE,5.797886689
1486,6914,cdi,squirrel,6,1.791759469,8.045182537,4.44,1.92,1.776,105,34,19,TRUE,TRUE,TRUE,5.798591269
1557,8420,3k,worm,4,1.386294361,8.487546753,3.89,1.37,1.556,40,19,12,TRUE,TRUE,TRUE,5.799773377
1294,4833,3k,pass,12,2.48490665,7.288955913,5.39,1.65,2.156,56,69,80,TRUE,TRUE,TRUE,5.800477957
1275,4862,3k,pay,13,2.564949357,7.201628967,5.5,1.76,2.2,141,147,105,TRUE,TRUE,TRUE,5.800814484
1273,146,lcnl,bake,13,2.564949357,7.201628967,5.5,2.53,2.2,52,12,7,TRUE,TRUE,TRUE,5.800814484
1370,5678,3k,roof,9,2.197224577,7.60281832,5,2.52,2,154,82,77,TRUE,TRUE,TRUE,5.80140916
1371,6769,3k,spin,9,2.197224577,7.60281832,5,2.43,2,26,29,15,TRUE,TRUE,TRUE,5.80140916
1372,7182,3k,stuff,9,2.197224577,7.60281832,5,1.78,2,41,64,67,TRUE,TRUE,TRUE,5.80140916
1369,1002,3k,cheer,9,2.197224577,7.60281832,5,1.67,2,8,10,12,TRUE,TRUE,TRUE,5.80140916
1156,2517,3k,fresh,22,3.091042453,6.627659085,6.22,1.86,2.488,40,70,83,TRUE,TRUE,TRUE,5.801829543
1518,7287,3k,sweep,5,1.609437912,8.244096157,4.2,1.61,1.68,1,8,13,TRUE,TRUE,TRUE,5.802048079
1341,7725,3k,touch,10,2.302585093,7.487869534,5.16,2.95,2.064,75,98,96,TRUE,TRUE,TRUE,5.807934767
1492,6092,3k,shape,6,1.791759469,8.045182537,4.47,1.87,1.788,53,75,86,TRUE,TRUE,TRUE,5.810591269
1254,6923,3k,stack,14,2.63905733,7.120776844,5.63,2.22,2.252,15,11,9,TRUE,TRUE,TRUE,5.812388422
1251,1520,3k,crunch,14,2.63905733,7.120776844,5.63,1.83,2.252,1,6,3,TRUE,TRUE,TRUE,5.812388422
1379,2708,3k,gift,9,2.197224577,7.60281832,5.05,1.87,2.02,44,28,30,TRUE,TRUE,TRUE,5.82140916
1378,1014,3k,chest,9,2.197224577,7.60281832,5.05,2.09,2.02,17,47,52,TRUE,TRUE,TRUE,5.82140916
1417,2512,3k,freeze,8,2.079441542,7.73132013,4.89,1.76,1.956,4,8,13,TRUE,TRUE,TRUE,5.821660065
1382,2227,3k,fill,9,2.197224577,7.60281832,5.06,1.47,2.024,39,52,50,TRUE,TRUE,TRUE,5.82540916
1381,842,3k,cage,9,2.197224577,7.60281832,5.06,1.3,2.024,58,76,49,TRUE,TRUE,TRUE,5.82540916
1345,4697,3k,nut,10,2.302585093,7.487869534,5.21,1.69,2.084,27,12,8,TRUE,TRUE,TRUE,5.827934767
1048,6667,3k,sort,32,3.465735903,6.218866883,6.807852,2.42,2.7231408,19,64,77,TRUE,TRUE,TRUE,5.832574242
1070,3118,3k,hare,31,3.433987204,6.253504853,6.78,2.05,2.712,13,4,5,TRUE,TRUE,TRUE,5.838752426
1330,2021,3k,earth,11,2.397895273,7.383885708,5.37,1.26,2.148,200,281,348,TRUE,TRUE,TRUE,5.839942854
1296,7504,3k,thick,13,2.564949357,7.201628967,5.61,1.91,2.244,62,67,102,TRUE,TRUE,TRUE,5.844814484
1278,6841,3k,spread,14,2.63905733,7.120776844,5.72,2.76,2.288,14,50,75,TRUE,TRUE,TRUE,5.848388422
1466,8381,3k,witch,7,1.945910149,7.877003467,4.78,1.4,1.912,5,12,16,TRUE,TRUE,TRUE,5.850501734
1338,5162,3k,porch,11,2.397895273,7.383885708,5.4,2.19,2.16,50,84,57,TRUE,TRUE,TRUE,5.851942854
1472,5640,3k,roar,7,1.945910149,7.877003467,4.79,2.25,1.916,25,42,25,TRUE,TRUE,TRUE,5.854501734
1022,2821,3k,gold,38,3.63758616,6.031377497,7.1,2.13,2.84,140,155,150,TRUE,TRUE,TRUE,5.855688749
1314,519,3k,bone,12,2.48490665,7.288955913,5.53,1.74,2.212,34,29,48,TRUE,TRUE,TRUE,5.856477956
1315,5339,3k,purse,12,2.48490665,7.288955913,5.53,2.01,2.212,11,7,13,TRUE,TRUE,TRUE,5.856477956
1339,1893,3k,drew,11,2.397895273,7.383885708,5.411785,2.21,2.164714,43,70,82,TRUE,TRUE,TRUE,5.856656854
1198,2858,3k,gown,19,2.944438979,6.78760412,6.16,2.34,2.464,3,0,3,TRUE,TRUE,TRUE,5.85780206
1189,6803,3k,spoke,20,2.995732274,6.731642911,6.232374,2.91,2.4929496,79,115,112,TRUE,TRUE,TRUE,5.858771056
1201,2209,lcnl,field,18,2.890371758,6.846591697,6.1,2.38,2.44,132,154,139,TRUE,TRUE,TRUE,5.863295849
1401,3472,3k,ink,9,2.197224577,7.60281832,5.16,1.54,2.064,2,7,15,TRUE,TRUE,TRUE,5.86540916
1583,3690,3k,kick,4,1.386294361,8.487546753,4.06,1.73,1.624,20,19,20,TRUE,TRUE,TRUE,5.867773377
1344,3876,3k,lawn,11,2.397895273,7.383885708,5.45,2.22,2.18,11,19,24,TRUE,TRUE,TRUE,5.871942854
777,6082,3k,shall,97,4.574710979,5.008970197,8.42,2.57,3.368,62,114,131,TRUE,TRUE,TRUE,5.872485099
1301,2310,3k,flat,13,2.564949357,7.201628967,5.68,1.67,2.272,56,106,100,TRUE,TRUE,TRUE,5.872814484
1479,6322,3k,size,7,1.945910149,7.877003467,4.84,2.48,1.936,54,72,93,TRUE,TRUE,TRUE,5.874501734
1231,7064,3k,stole,17,2.833213344,6.908951778,6.051205,1.66,2.420482,2,21,21,TRUE,TRUE,TRUE,5.874957889
1377,3364,3k,hose,10,2.302585093,7.487869534,5.33,2.03,2.132,19,12,7,TRUE,TRUE,TRUE,5.875934767
