word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale
whistle,28,3.33220451,6.36455022
winnie,28,3.33220451,6.36455022
worried,28,3.33220451,6.36455022
year,28,3.33220451,6.36455022
already,27,3.295836866,6.40422748
beach,27,3.295836866,6.40422748
became,27,3.295836866,6.40422748
broke,27,3.295836866,6.40422748
clack,27,3.295836866,6.40422748
climb,27,3.295836866,6.40422748
dancing,27,3.295836866,6.40422748
dr,27,3.295836866,6.40422748
dum,27,3.295836866,6.40422748
eight,27,3.295836866,6.40422748
general,27,3.295836866,6.40422748
here's,27,3.295836866,6.40422748
katy,27,3.295836866,6.40422748
mcbee,27,3.295836866,6.40422748
meet,27,3.295836866,6.40422748
meeting,27,3.295836866,6.40422748
monster,27,3.295836866,6.40422748
myself,27,3.295836866,6.40422748
pussy,27,3.295836866,6.40422748
rolled,27,3.295836866,6.40422748
short,27,3.295836866,6.40422748
sick,27,3.295836866,6.40422748
sleeping,27,3.295836866,6.40422748
summer,27,3.295836866,6.40422748
swish,27,3.295836866,6.40422748
table,27,3.295836866,6.40422748
TRUE,27,3.295836866,6.40422748
wall,27,3.295836866,6.40422748
whose,27,3.295836866,6.40422748
bat,26,3.258096538,6.445402344
bow,26,3.258096538,6.445402344
dragon,26,3.258096538,6.445402344
dress,26,3.258096538,6.445402344
driver,26,3.258096538,6.445402344
dry,26,3.258096538,6.445402344
extra,26,3.258096538,6.445402344
fat,26,3.258096538,6.445402344
giant,26,3.258096538,6.445402344
gray,26,3.258096538,6.445402344
haven't,26,3.258096538,6.445402344
hi,26,3.258096538,6.445402344
irene,26,3.258096538,6.445402344
longer,26,3.258096538,6.445402344
magic,26,3.258096538,6.445402344
master,26,3.258096538,6.445402344
max,26,3.258096538,6.445402344
office,26,3.258096538,6.445402344
penny,26,3.258096538,6.445402344
perhaps,26,3.258096538,6.445402344
pet,26,3.258096538,6.445402344
pip,26,3.258096538,6.445402344
pole,26,3.258096538,6.445402344
rather,26,3.258096538,6.445402344
river,26,3.258096538,6.445402344
rope,26,3.258096538,6.445402344
ruff,26,3.258096538,6.445402344
sand,26,3.258096538,6.445402344
she's,26,3.258096538,6.445402344
smile,26,3.258096538,6.445402344
throw,26,3.258096538,6.445402344
windows,26,3.258096538,6.445402344
bees,25,3.218875825,6.488192314
between,25,3.218875825,6.488192314
blaze,25,3.218875825,6.488192314
bushes,25,3.218875825,6.488192314
clear,25,3.218875825,6.488192314
clifford,25,3.218875825,6.488192314
closed,25,3.218875825,6.488192314
coat,25,3.218875825,6.488192314
doughnut,25,3.218875825,6.488192314
dropped,25,3.218875825,6.488192314
eloise,25,3.218875825,6.488192314
flower,25,3.218875825,6.488192314
god,25,3.218875825,6.488192314
half,25,3.218875825,6.488192314
heavy,25,3.218875825,6.488192314
ho,25,3.218875825,6.488192314
jenny's,25,3.218875825,6.488192314
knees,25,3.218875825,6.488192314
later,25,3.218875825,6.488192314
leg,25,3.218875825,6.488192314
mallard,25,3.218875825,6.488192314
pocket,25,3.218875825,6.488192314
probably,25,3.218875825,6.488192314
pull,25,3.218875825,6.488192314
scared,25,3.218875825,6.488192314
shang,25,3.218875825,6.488192314
standing,25,3.218875825,6.488192314
upstairs,25,3.218875825,6.488192314
wash,25,3.218875825,6.488192314
word,25,3.218875825,6.488192314
zoo,25,3.218875825,6.488192314
anymore,24,3.17805383,6.53272929
bite,24,3.17805383,6.53272929
branch,24,3.17805383,6.53272929
broken,24,3.17805383,6.53272929
carry,24,3.17805383,6.53272929
chair,24,3.17805383,6.53272929
chase,24,3.17805383,6.53272929
christmas,24,3.17805383,6.53272929
corn,24,3.17805383,6.53272929
cross,24,3.17805383,6.53272929
daddy,24,3.17805383,6.53272929
danced,24,3.17805383,6.53272929
dirt,24,3.17805383,6.53272929
easy,24,3.17805383,6.53272929
fair,24,3.17805383,6.53272929
farmer,24,3.17805383,6.53272929
fit,24,3.17805383,6.53272929
fritz,24,3.17805383,6.53272929
goat,24,3.17805383,6.53272929
held,24,3.17805383,6.53272929
hide,24,3.17805383,6.53272929
hurried,24,3.17805383,6.53272929
ladder,24,3.17805383,6.53272929
land,24,3.17805383,6.53272929
laughing,24,3.17805383,6.53272929
living,24,3.17805383,6.53272929
lorax,24,3.17805383,6.53272929
pail,24,3.17805383,6.53272929
pat,24,3.17805383,6.53272929
pete,24,3.17805383,6.53272929
poop,24,3.17805383,6.53272929
reach,24,3.17805383,6.53272929
sneeze,24,3.17805383,6.53272929
special,24,3.17805383,6.53272929
splash,24,3.17805383,6.53272929
tacos,24,3.17805383,6.53272929
thinking,24,3.17805383,6.53272929
tikki,24,3.17805383,6.53272929
wife,24,3.17805383,6.53272929
words,24,3.17805383,6.53272929
write,24,3.17805383,6.53272929
ago,23,3.135494216,6.579162017
anyway,23,3.135494216,6.579162017
band,23,3.135494216,6.579162017
beginning,23,3.135494216,6.579162017
blow,23,3.135494216,6.579162017
carried,23,3.135494216,6.579162017
cause,23,3.135494216,6.579162017
chocolate,23,3.135494216,6.579162017
crawled,23,3.135494216,6.579162017
crow,23,3.135494216,6.579162017
dot,23,3.135494216,6.579162017
dreams,23,3.135494216,6.579162017
eye,23,3.135494216,6.579162017
forever,23,3.135494216,6.579162017
free,23,3.135494216,6.579162017
gets,23,3.135494216,6.579162017
hook,23,3.135494216,6.579162017
horton,23,3.135494216,6.579162017
hung,23,3.135494216,6.579162017
led,23,3.135494216,6.579162017
maid,23,3.135494216,6.579162017
money,23,3.135494216,6.579162017
monkey,23,3.135494216,6.579162017
monkeys,23,3.135494216,6.579162017
nap,23,3.135494216,6.579162017
none,23,3.135494216,6.579162017
o'clock,23,3.135494216,6.579162017
olivia,23,3.135494216,6.579162017
part,23,3.135494216,6.579162017
paws,23,3.135494216,6.579162017
pout,23,3.135494216,6.579162017
quietly,23,3.135494216,6.579162017
rogers,23,3.135494216,6.579162017
rushed,23,3.135494216,6.579162017
shark,23,3.135494216,6.579162017
snake,23,3.135494216,6.579162017
steam,23,3.135494216,6.579162017
store,23,3.135494216,6.579162017
supper,23,3.135494216,6.579162017
talking,23,3.135494216,6.579162017
tea,23,3.135494216,6.579162017
trains,23,3.135494216,6.579162017
wheels,23,3.135494216,6.579162017
wished,23,3.135494216,6.579162017
worry,23,3.135494216,6.579162017
angry,22,3.091042453,6.627659085
anyone,22,3.091042453,6.627659085
b,22,3.091042453,6.627659085
boom,22,3.091042453,6.627659085
born,22,3.091042453,6.627659085
cans,22,3.091042453,6.627659085
choo,22,3.091042453,6.627659085
choose,22,3.091042453,6.627659085
department,22,3.091042453,6.627659085
drive,22,3.091042453,6.627659085
dug,22,3.091042453,6.627659085
forget,22,3.091042453,6.627659085
forgot,22,3.091042453,6.627659085
fresh,22,3.091042453,6.627659085
glad,22,3.091042453,6.627659085
hay,22,3.091042453,6.627659085
hippos,22,3.091042453,6.627659085
hurt,22,3.091042453,6.627659085
jim,22,3.091042453,6.627659085
kissed,22,3.091042453,6.627659085
letter,22,3.091042453,6.627659085
mayor,22,3.091042453,6.627659085
mountains,22,3.091042453,6.627659085
moved,22,3.091042453,6.627659085
music,22,3.091042453,6.627659085
paul,22,3.091042453,6.627659085
pot,22,3.091042453,6.627659085
proud,22,3.091042453,6.627659085
puppies,22,3.091042453,6.627659085
ralph,22,3.091042453,6.627659085
shiny,22,3.091042453,6.627659085
speak,22,3.091042453,6.627659085
strawberry,22,3.091042453,6.627659085
swim,22,3.091042453,6.627659085
t,22,3.091042453,6.627659085
taste,22,3.091042453,6.627659085
trip,22,3.091042453,6.627659085
trouble,22,3.091042453,6.627659085
whiskers,22,3.091042453,6.627659085
wondered,22,3.091042453,6.627659085
2,21,3.044522438,6.678412627
3,21,3.044522438,6.678412627
bats,21,3.044522438,6.678412627
bells,21,3.044522438,6.678412627
bridge,21,3.044522438,6.678412627
change,21,3.044522438,6.678412627
circle,21,3.044522438,6.678412627
colors,21,3.044522438,6.678412627
crazy,21,3.044522438,6.678412627
curious,21,3.044522438,6.678412627
de,21,3.044522438,6.678412627
den,21,3.044522438,6.678412627
desk,21,3.044522438,6.678412627
dust,21,3.044522438,6.678412627
e,21,3.044522438,6.678412627
fallen,21,3.044522438,6.678412627
frightened,21,3.044522438,6.678412627
hoo,21,3.044522438,6.678412627
join,21,3.044522438,6.678412627
kitten,21,3.044522438,6.678412627
l,21,3.044522438,6.678412627
luck,21,3.044522438,6.678412627
lucky,21,3.044522438,6.678412627
martha,21,3.044522438,6.678412627
meant,21,3.044522438,6.678412627
minute,21,3.044522438,6.678412627
morris,21,3.044522438,6.678412627
mother's,21,3.044522438,6.678412627
nutbrown,21,3.044522438,6.678412627
ocean,21,3.044522438,6.678412627
penguin,21,3.044522438,6.678412627
piece,21,3.044522438,6.678412627
piglet,21,3.044522438,6.678412627
riddle,21,3.044522438,6.678412627
rose,21,3.044522438,6.678412627
s,21,3.044522438,6.678412627
secret,21,3.044522438,6.678412627
shout,21,3.044522438,6.678412627
sight,21,3.044522438,6.678412627
singing,21,3.044522438,6.678412627
strange,21,3.044522438,6.678412627
surprise,21,3.044522438,6.678412627
swamp,21,3.044522438,6.678412627
sylvester,21,3.044522438,6.678412627
takes,21,3.044522438,6.678412627
track,21,3.044522438,6.678412627
tricks,21,3.044522438,6.678412627
watching,21,3.044522438,6.678412627
woke,21,3.044522438,6.678412627
worked,21,3.044522438,6.678412627
wrote,21,3.044522438,6.678412627
yard,21,3.044522438,6.678412627
you'd,21,3.044522438,6.678412627
against,20,2.995732274,6.731642911
anywhere,20,2.995732274,6.731642911
arrived,20,2.995732274,6.731642911
barn,20,2.995732274,6.731642911
belly,20,2.995732274,6.731642911
cozy,20,2.995732274,6.731642911
dolls,20,2.995732274,6.731642911
doughnuts,20,2.995732274,6.731642911
eaten,20,2.995732274,6.731642911
empty,20,2.995732274,6.731642911
exactly,20,2.995732274,6.731642911
explained,20,2.995732274,6.731642911
fear,20,2.995732274,6.731642911
florio,20,2.995732274,6.731642911
happen,20,2.995732274,6.731642911
hooray,20,2.995732274,6.731642911
horn,20,2.995732274,6.731642911
houses,20,2.995732274,6.731642911
hush,20,2.995732274,6.731642911
im,20,2.995732274,6.731642911
jo,20,2.995732274,6.731642911
john,20,2.995732274,6.731642911
kittens,20,2.995732274,6.731642911
knock,20,2.995732274,6.731642911
lives,20,2.995732274,6.731642911
mud,20,2.995732274,6.731642911
often,20,2.995732274,6.731642911
onto,20,2.995732274,6.731642911
pajama,20,2.995732274,6.731642911
park,20,2.995732274,6.731642911
peanut,20,2.995732274,6.731642911
plan,20,2.995732274,6.731642911
rescue,20,2.995732274,6.731642911
rocket,20,2.995732274,6.731642911
saturday,20,2.995732274,6.731642911
shop,20,2.995732274,6.731642911
since,20,2.995732274,6.731642911
spoke,20,2.995732274,6.731642911
stinky,20,2.995732274,6.731642911
stripes,20,2.995732274,6.731642911
telephone,20,2.995732274,6.731642911
thin,20,2.995732274,6.731642911
turtles,20,2.995732274,6.731642911
whoooooooo,20,2.995732274,6.731642911
writing,20,2.995732274,6.731642911
1,19,2.944438979,6.78760412
ahead,19,2.944438979,6.78760412
apples,19,2.944438979,6.78760412
bigger,19,2.944438979,6.78760412
break,19,2.944438979,6.78760412
buttons,19,2.944438979,6.78760412
certainly,19,2.944438979,6.78760412
clang,19,2.944438979,6.78760412
clever,19,2.944438979,6.78760412
coaches,19,2.944438979,6.78760412
ed,19,2.944438979,6.78760412
glass,19,2.944438979,6.78760412
gordon,19,2.944438979,6.78760412
gown,19,2.944438979,6.78760412
grace,19,2.944438979,6.78760412
hills,19,2.944438979,6.78760412
hundred,19,2.944438979,6.78760412
jungle,19,2.944438979,6.78760412
kid,19,2.944438979,6.78760412
lifted,19,2.944438979,6.78760412
lulu,19,2.944438979,6.78760412
market,19,2.944438979,6.78760412
mess,19,2.944438979,6.78760412
moving,19,2.944438979,6.78760412
neck,19,2.944438979,6.78760412
north,19,2.944438979,6.78760412
note,19,2.944438979,6.78760412
plate,19,2.944438979,6.78760412
poem,19,2.944438979,6.78760412
rained,19,2.944438979,6.78760412
replied,19,2.944438979,6.78760412
rocks,19,2.944438979,6.78760412
sal,19,2.944438979,6.78760412
seeds,19,2.944438979,6.78760412
ship,19,2.944438979,6.78760412
speck,19,2.944438979,6.78760412
stone,19,2.944438979,6.78760412
suit,19,2.944438979,6.78760412
surprised,19,2.944438979,6.78760412
taking,19,2.944438979,6.78760412
thousand,19,2.944438979,6.78760412
tortoise,19,2.944438979,6.78760412
trash,19,2.944438979,6.78760412
unicorn,19,2.944438979,6.78760412
wake,19,2.944438979,6.78760412
woods,19,2.944438979,6.78760412
working,19,2.944438979,6.78760412
yertle,19,2.944438979,6.78760412
ah,18,2.890371758,6.846591697
albie,18,2.890371758,6.846591697
alligator,18,2.890371758,6.846591697
awful,18,2.890371758,6.846591697
battle,18,2.890371758,6.846591697
below,18,2.890371758,6.846591697
brain,18,2.890371758,6.846591697
breath,18,2.890371758,6.846591697
bush,18,2.890371758,6.846591697
cave,18,2.890371758,6.846591697
chicka,18,2.890371758,6.846591697
clouds,18,2.890371758,6.846591697
cookie,18,2.890371758,6.846591697
country,18,2.890371758,6.846591697
ding,18,2.890371758,6.846591697
doctor,18,2.890371758,6.846591697
doors,18,2.890371758,6.846591697
dream,18,2.890371758,6.846591697
dressed,18,2.890371758,6.846591697
elephants,18,2.890371758,6.846591697
elizabeth,18,2.890371758,6.846591697
except,18,2.890371758,6.846591697
field,18,2.890371758,6.846591697
flop,18,2.890371758,6.846591697
game,18,2.890371758,6.846591697
gate,18,2.890371758,6.846591697
gives,18,2.890371758,6.846591697
goo,18,2.890371758,6.846591697
goodbye,18,2.890371758,6.846591697
happily,18,2.890371758,6.846591697
harold,18,2.890371758,6.846591697
hid,18,2.890371758,6.846591697
job,18,2.890371758,6.846591697
kisses,18,2.890371758,6.846591697
knocked,18,2.890371758,6.846591697
knox,18,2.890371758,6.846591697
lonely,18,2.890371758,6.846591697
low,18,2.890371758,6.846591697
mail,18,2.890371758,6.846591697
mirror,18,2.890371758,6.846591697
moving_,18,2.890371758,6.846591697
nest,18,2.890371758,6.846591697
person,18,2.890371758,6.846591697
pickle,18,2.890371758,6.846591697
raised,18,2.890371758,6.846591697
returned,18,2.890371758,6.846591697
riding,18,2.890371758,6.846591697
ruby,18,2.890371758,6.846591697
shake,18,2.890371758,6.846591697
sighed,18,2.890371758,6.846591697
smart,18,2.890371758,6.846591697
somebody,18,2.890371758,6.846591697
somewhere,18,2.890371758,6.846591697
son,18,2.890371758,6.846591697
stepped,18,2.890371758,6.846591697
string,18,2.890371758,6.846591697
tent,18,2.890371758,6.846591697
third,18,2.890371758,6.846591697
thumb,18,2.890371758,6.846591697
tonight,18,2.890371758,6.846591697
tooth,18,2.890371758,6.846591697
tractor,18,2.890371758,6.846591697
week,18,2.890371758,6.846591697
whatever,18,2.890371758,6.846591697
wings,18,2.890371758,6.846591697
wren,18,2.890371758,6.846591697
4,17,2.833213344,6.908951778
applesauce,17,2.833213344,6.908951778
bang,17,2.833213344,6.908951778
bark,17,2.833213344,6.908951778
bears,17,2.833213344,6.908951778
buzz,17,2.833213344,6.908951778
calling,17,2.833213344,6.908951778
captain's,17,2.833213344,6.908951778
carrots,17,2.833213344,6.908951778
chairs,17,2.833213344,6.908951778
click,17,2.833213344,6.908951778
count,17,2.833213344,6.908951778
delicious,17,2.833213344,6.908951778
drives,17,2.833213344,6.908951778
during,17,2.833213344,6.908951778
elevator,17,2.833213344,6.908951778
feels,17,2.833213344,6.908951778
fur,17,2.833213344,6.908951778
garbage,17,2.833213344,6.908951778
grown,17,2.833213344,6.908951778
hang,17,2.833213344,6.908951778
hanging,17,2.833213344,6.908951778
hate,17,2.833213344,6.908951778
hedgie,17,2.833213344,6.908951778
huge,17,2.833213344,6.908951778
jumping,17,2.833213344,6.908951778
listened,17,2.833213344,6.908951778
m,17,2.833213344,6.908951778
mixed,17,2.833213344,6.908951778
pants,17,2.833213344,6.908951778
plain,17,2.833213344,6.908951778
quilt,17,2.833213344,6.908951778
raced,17,2.833213344,6.908951778
remus,17,2.833213344,6.908951778
rode,17,2.833213344,6.908951778
romulus,17,2.833213344,6.908951778
rumphius,17,2.833213344,6.908951778
scratch,17,2.833213344,6.908951778
spaghetti,17,2.833213344,6.908951778
stole,17,2.833213344,6.908951778
taken,17,2.833213344,6.908951778
terribly,17,2.833213344,6.908951778
thanks,17,2.833213344,6.908951778
thinks,17,2.833213344,6.908951778
traffic,17,2.833213344,6.908951778
twins,17,2.833213344,6.908951778
uh,17,2.833213344,6.908951778
umbrella,17,2.833213344,6.908951778
uncle,17,2.833213344,6.908951778
victoria,17,2.833213344,6.908951778
waved,17,2.833213344,6.908951778
whoo,17,2.833213344,6.908951778
yourself,17,2.833213344,6.908951778
able,16,2.772588722,6.975093507
allowed,16,2.772588722,6.975093507
angelina,16,2.772588722,6.975093507
bet,16,2.772588722,6.975093507
block,16,2.772588722,6.975093507
branches,16,2.772588722,6.975093507
c,16,2.772588722,6.975093507
cap,16,2.772588722,6.975093507
case,16,2.772588722,6.975093507
chin,16,2.772588722,6.975093507
class,16,2.772588722,6.975093507
clay,16,2.772588722,6.975093507
clock,16,2.772588722,6.975093507
d,16,2.772588722,6.975093507
discovered,16,2.772588722,6.975093507
drum,16,2.772588722,6.975093507
elmo,16,2.772588722,6.975093507
escape,16,2.772588722,6.975093507
excuse,16,2.772588722,6.975093507
folks,16,2.772588722,6.975093507
friendly,16,2.772588722,6.975093507
fruit,16,2.772588722,6.975093507
gilly,16,2.772588722,6.975093507
goldie,16,2.772588722,6.975093507
grows,16,2.772588722,6.975093507
harry,16,2.772588722,6.975093507
heads,16,2.772588722,6.975093507
indeed,16,2.772588722,6.975093507
lazy,16,2.772588722,6.975093507
lead,16,2.772588722,6.975093507
least,16,2.772588722,6.975093507
list,16,2.772588722,6.975093507
mad,16,2.772588722,6.975093507
mag,16,2.772588722,6.975093507
mat,16,2.772588722,6.975093507
miles,16,2.772588722,6.975093507
news,16,2.772588722,6.975093507
pebble,16,2.772588722,6.975093507
piano,16,2.772588722,6.975093507
pictures,16,2.772588722,6.975093507
prince,16,2.772588722,6.975093507
rules,16,2.772588722,6.975093507
salt,16,2.772588722,6.975093507
scratched,16,2.772588722,6.975093507
seat,16,2.772588722,6.975093507
seem,16,2.772588722,6.975093507
sell,16,2.772588722,6.975093507
share,16,2.772588722,6.975093507
shovel,16,2.772588722,6.975093507
slide,16,2.772588722,6.975093507
smoke,16,2.772588722,6.975093507
softly,16,2.772588722,6.975093507
space,16,2.772588722,6.975093507
streets,16,2.772588722,6.975093507
tank,16,2.772588722,6.975093507
threw,16,2.772588722,6.975093507
triangle,16,2.772588722,6.975093507
wearing,16,2.772588722,6.975093507
wee,16,2.772588722,6.975093507
5,15,2.708050201,7.045505317
6,15,2.708050201,7.045505317
asks,15,2.708050201,7.045505317
bagpipe,15,2.708050201,7.045505317
