,word,source,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3
278,hearse,3k,#N/A,#N/A,#N/A,9.89,2.83,3.9560000000000004,8.0,5.0,1.0
279,tow,3k,7.0,1.9459101490000001,7.877003467000001,8.63,3.53,3.4520000000000004,1.0,5.0,2.0
280,ton,3k,#N/A,#N/A,#N/A,7.42,2.36,2.968,0.0,1.0,3.0
281,too,3k,313.0,5.746203191,3.73086704,5.1027320000000005,2.0,2.0410928000000004,2069.0,1669.0,1456.0
282,dwell,3k,6.0,1.791759469,8.045182537,10.78,3.61,4.311999999999999,1.0,0.0,0.0
283,tog,3k,#N/A,#N/A,#N/A,12.88,4.05,5.152,#N/A,#N/A,#N/A
284,toe,3k,13.0,2.5649493569999997,7.201628967,3.0,1.08,1.2,7.0,13.0,12.0
285,gym,3k,#N/A,#N/A,#N/A,6.0,2.33,2.4,19.0,9.0,13.0
286,serve,3k,6.0,1.791759469,8.045182537,7.17,2.12,2.868,4.0,11.0,12.0
287,took,3k,150.0,5.010635294,4.5333748510000005,#N/A,#N/A,#N/A,958.0,814.0,732.0
288,toot,3k,3.0,1.098612289,8.80140916,5.53,3.42,2.212,#N/A,#N/A,#N/A
289,roar,3k,7.0,1.9459101490000001,7.877003467000001,4.79,2.25,1.916,25.0,42.0,25.0
290,gyp,3k,#N/A,#N/A,#N/A,9.25,3.41,3.7,#N/A,#N/A,#N/A
291,crawl,3k,6.0,1.791759469,8.045182537,3.89,1.23,1.556,17.0,12.0,16.0
292,nail,3k,13.0,2.5649493569999997,7.201628967,5.42,2.36,2.168,29.0,16.0,12.0
293,guild,3k,#N/A,#N/A,#N/A,12.94,2.95,5.176,0.0,0.0,0.0
294,guile,3k,#N/A,#N/A,#N/A,13.25,2.25,5.3,#N/A,#N/A,#N/A
295,hike,3k,2.0,0.693147181,9.243773377,9.4,3.65,3.7600000000000002,7.0,8.0,9.0
296,tree,3k,206.0,5.327876169,4.187263661,3.57,1.61,1.428,807.0,501.0,358.0
297,guilt,3k,#N/A,#N/A,#N/A,7.05,2.57,2.82,1.0,2.0,1.0
298,sheen,3k,#N/A,#N/A,#N/A,10.388604,1.71,4.1554416000000005,0.0,0.0,0.0
299,mirth,3k,#N/A,#N/A,#N/A,12.07,3.47,4.828,#N/A,#N/A,#N/A
300,prone,3k,#N/A,#N/A,#N/A,12.58,3.79,5.032,0.0,0.0,0.0
301,bridge,3k,21.0,3.044522438,6.678412627,5.58,2.34,2.232,31.0,52.0,44.0
302,mink,3k,#N/A,#N/A,#N/A,10.32,2.85,4.128,0.0,1.0,1.0
303,seep,3k,#N/A,#N/A,#N/A,10.06,2.88,4.024,0.0,1.0,1.0
304,quench,3k,#N/A,#N/A,#N/A,10.44,2.28,4.176,0.0,2.0,1.0
305,ram,3k,7.0,1.9459101490000001,7.877003467000001,8.32,3.33,3.3280000000000003,0.0,3.0,1.0
306,mind,3k,31.0,3.4339872039999997,6.253504853,5.37,1.86,2.148,115.0,271.0,316.0
307,mine,3k,39.0,3.6635616460000002,6.003038127000001,4.239515000000001,2.42,1.6958060000000004,116.0,104.0,93.0
308,taint,3k,#N/A,#N/A,#N/A,9.84,2.54,3.936,#N/A,#N/A,#N/A
309,raw,3k,4.0,1.386294361,8.487546753,7.17,2.71,2.868,1.0,10.0,16.0
310,rat,3k,10.0,2.3025850930000002,7.487869534,5.11,2.25,2.044,57.0,27.0,23.0
311,seed,3k,9.0,2.197224577,7.60281832,4.72,2.24,1.888,20.0,29.0,38.0
312,lull,3k,#N/A,#N/A,#N/A,10.61,3.57,4.244,#N/A,#N/A,#N/A
313,rap,3k,2.0,0.693147181,9.243773377,9.14,3.53,3.656,#N/A,#N/A,#N/A
314,quay,3k,#N/A,#N/A,#N/A,14.7,2.71,5.88,#N/A,#N/A,#N/A
315,seem,3k,16.0,2.772588722,6.975093507,6.74,2.08,2.696,83.0,121.0,144.0
316,churn,3k,3.0,1.098612289,8.80140916,9.0,4.02,3.6,3.0,3.0,1.0
317,mint,3k,1.0,0.0,10.0,5.94,1.86,2.3760000000000003,0.0,1.0,1.0
318,spade,3k,2.0,0.693147181,9.243773377,8.11,2.63,3.2439999999999998,1.0,3.0,1.0
319,ray,3k,2.0,0.693147181,9.243773377,6.733253000000001,2.51,2.6933012000000005,78.0,24.0,21.0
320,strength,3k,5.0,1.609437912,8.244096157000001,6.21,2.53,2.484,6.0,18.0,33.0
321,realm,3k,#N/A,#N/A,#N/A,10.78,3.0,4.311999999999999,0.0,0.0,0.0
322,that,3k,1383.0,7.232010332000001,2.1098449130000003,5.529012000000001,2.06,2.2116048000000004,6087.0,6786.0,8610.0
323,gripe,3k,#N/A,#N/A,#N/A,10.44,2.53,4.176,#N/A,#N/A,#N/A
324,snow,3k,124.0,4.820281566,4.741051606,4.11,2.31,1.6440000000000001,236.0,211.0,229.0
325,chest,3k,9.0,2.197224577,7.60281832,5.05,2.09,2.02,17.0,47.0,52.0
326,chess,3k,2.0,0.693147181,9.243773377,5.37,2.03,2.148,0.0,1.0,2.0
327,hatch,3k,9.0,2.197224577,7.60281832,7.0,3.03,2.8,18.0,13.0,14.0
328,snob,3k,#N/A,#N/A,#N/A,9.32,2.43,3.728,#N/A,#N/A,#N/A
329,cleft,3k,#N/A,#N/A,#N/A,11.83,2.64,4.732,0.0,0.0,0.0
330,blouse,3k,1.0,0.0,10.0,6.65,2.58,2.66,0.0,3.0,3.0
331,shall,3k,97.0,4.574710979,5.008970197,8.42,2.57,3.368,62.0,114.0,131.0
332,sue,3k,9.0,2.197224577,7.60281832,11.0,3.5,4.4,123.0,59.0,21.0
333,mouth,3k,65.0,4.17438727,5.445725124,3.58,1.43,1.432,127.0,178.0,195.0
335,phase,3k,1.0,0.0,10.0,9.4,2.88,3.7600000000000002,0.0,0.0,0.0
336,coil,3k,1.0,0.0,10.0,9.67,3.6,3.868,0.0,1.0,2.0
337,drought,3k,#N/A,#N/A,#N/A,7.94,2.65,3.176,0.0,0.0,4.0
338,coin,3k,4.0,1.386294361,8.487546753,4.17,1.25,1.668,8.0,10.0,10.0
339,grave,3k,3.0,1.098612289,8.80140916,7.06,2.9,2.824,0.0,4.0,7.0
340,glow,3k,2.0,0.693147181,9.243773377,6.28,1.87,2.512,0.0,12.0,17.0
341,grove,3k,#N/A,#N/A,#N/A,8.21,2.12,3.2840000000000003,0.0,6.0,9.0
342,foist,3k,#N/A,#N/A,#N/A,13.08,4.03,5.232,#N/A,#N/A,#N/A
343,flop,3k,18.0,2.890371758,6.846591697000001,6.68,3.32,2.6719999999999997,12.0,3.0,1.0
344,flow,3k,1.0,0.0,10.0,7.4,1.9,2.96,1.0,10.0,19.0
345,dog,3k,211.0,5.351858133,4.161099232,2.8,1.2,1.1199999999999999,1241.0,566.0,397.0
346,doe,3k,#N/A,#N/A,#N/A,7.596470000000001,2.22,3.0385880000000003,0.0,2.0,4.0
347,swamp,3k,21.0,3.044522438,6.678412627,7.95,2.31,3.18,13.0,21.0,13.0
349,aunt,3k,11.0,2.397895273,7.383885707999999,3.8,1.61,1.52,147.0,179.0,144.0
350,flog,3k,#N/A,#N/A,#N/A,10.32,3.23,4.128,#N/A,#N/A,#N/A
352,came,3k,323.0,5.777652323,3.696555898,#N/A,#N/A,#N/A,1802.0,1475.0,1336.0
353,yank,3k,1.0,0.0,10.0,7.33,3.06,2.932,0.0,0.0,1.0
354,bomb,3k,1.0,0.0,10.0,8.0,2.49,3.2,0.0,1.0,3.0
355,pope,3k,#N/A,#N/A,#N/A,8.83,2.64,3.532,0.0,0.0,4.0
356,stool,3k,2.0,0.693147181,9.243773377,6.21,3.36,2.484,9.0,7.0,10.0
357,probe,3k,#N/A,#N/A,#N/A,9.9,2.85,3.96,0.0,0.0,0.0
358,pave,3k,#N/A,#N/A,#N/A,8.37,2.69,3.348,#N/A,#N/A,#N/A
359,lurch,3k,3.0,1.098612289,8.80140916,11.18,3.26,4.4719999999999995,0.0,0.0,0.0
360,gauge,3k,#N/A,#N/A,#N/A,10.83,2.46,4.332,0.0,1.0,0.0
361,queer,3k,3.0,1.098612289,8.80140916,11.1,2.79,4.4399999999999995,1.0,7.0,11.0
362,earth,3k,11.0,2.397895273,7.383885707999999,5.37,1.26,2.148,200.0,281.0,348.0
363,bail,3k,#N/A,#N/A,#N/A,10.16,5.04,4.064,0.0,0.0,1.0
364,toast,3k,13.0,2.5649493569999997,7.201628967,4.67,3.34,1.8679999999999999,5.0,18.0,18.0
365,stoop,3k,1.0,0.0,10.0,9.76,3.6,3.904,0.0,5.0,12.0
366,peck,3k,5.0,1.609437912,8.244096157000001,7.894866,4.03,3.1579464,0.0,4.0,3.0
367,spite,3k,2.0,0.693147181,9.243773377,11.699415,4.05,4.679766,3.0,6.0,14.0
368,quaint,3k,#N/A,#N/A,#N/A,12.58,3.29,5.032,0.0,0.0,0.0
370,yen,3k,#N/A,#N/A,#N/A,12.68,4.58,5.072,8.0,3.0,0.0
371,myth,3k,#N/A,#N/A,#N/A,8.61,2.35,3.444,0.0,0.0,0.0
372,bust,3k,2.0,0.693147181,9.243773377,9.23,4.13,3.692,0.0,1.0,1.0
373,bush,3k,18.0,2.890371758,6.846591697000001,4.9,2.1,1.9600000000000002,20.0,21.0,31.0
374,bliss,3k,1.0,0.0,10.0,10.16,2.29,4.064,#N/A,#N/A,#N/A
375,rich,3k,10.0,2.3025850930000002,7.487869534,6.32,2.14,2.528,51.0,112.0,98.0
376,lodge,3k,#N/A,#N/A,#N/A,8.26,2.77,3.304,3.0,8.0,8.0
377,rice,3k,13.0,2.5649493569999997,7.201628967,3.72,1.41,1.488,19.0,37.0,31.0
378,do,3k,693.0,6.541029999,2.863707495,3.6,1.6,1.44,4560.0,3284.0,3113.0
379,waltz,3k,#N/A,#N/A,#N/A,10.37,3.3,4.148,#N/A,#N/A,#N/A
380,stow,3k,#N/A,#N/A,#N/A,9.56,2.39,3.8240000000000003,#N/A,#N/A,#N/A
381,stop,3k,114.0,4.736198448000001,4.832786657,2.89,1.6,1.1560000000000001,800.0,408.0,348.0
382,coast,3k,1.0,0.0,10.0,6.43,1.91,2.572,13.0,19.0,24.0
383,smug,3k,#N/A,#N/A,#N/A,9.33,2.83,3.732,#N/A,#N/A,#N/A
384,earl,3k,#N/A,#N/A,#N/A,10.59,3.0,4.236,0.0,8.0,8.0
385,bat,3k,26.0,3.258096538,6.445402344,4.85,1.73,1.94,51.0,32.0,22.0
386,bar,3k,7.0,1.9459101490000001,7.877003467000001,6.9,2.62,2.7600000000000002,39.0,28.0,34.0
387,bas,3k,#N/A,#N/A,#N/A,9.0,1.41,3.6,#N/A,#N/A,#N/A
388,bay,3k,3.0,1.098612289,8.80140916,8.67,2.52,3.468,5.0,26.0,30.0
389,bag,3k,38.0,3.63758616,6.031377497,4.28,1.56,1.7120000000000002,252.0,170.0,124.0
390,bad,3k,78.0,4.356708827,5.246811504,2.79,1.27,1.116,421.0,301.0,236.0
391,stead,3k,#N/A,#N/A,#N/A,11.28,2.27,4.512,#N/A,#N/A,#N/A
392,troop,3k,#N/A,#N/A,#N/A,8.35,1.84,3.34,1.0,2.0,6.0
393,rung,3k,1.0,0.0,10.0,8.267861,2.68,3.3071444,5.0,3.0,3.0
394,ban,3k,#N/A,#N/A,#N/A,10.11,3.56,4.044,0.0,0.0,0.0
395,steak,3k,5.0,1.609437912,8.244096157000001,6.63,1.57,2.652,5.0,9.0,6.0
396,steal,3k,7.0,1.9459101490000001,7.877003467000001,6.17,2.09,2.468,14.0,14.0,16.0
397,steam,3k,23.0,3.135494216,6.579162017000001,6.26,2.45,2.504,15.0,32.0,30.0
398,ghoul,3k,#N/A,#N/A,#N/A,9.59,4.21,3.836,#N/A,#N/A,#N/A
399,blew,3k,32.0,3.465735903,6.218866883,#N/A,#N/A,#N/A,149.0,76.0,52.0
400,fair,3k,24.0,3.17805383,6.53272929,5.67,1.91,2.268,113.0,104.0,78.0
401,wrest,3k,#N/A,#N/A,#N/A,12.64,3.5,5.056,#N/A,#N/A,#N/A
402,nut,3k,10.0,2.3025850930000002,7.487869534,5.21,1.69,2.084,27.0,12.0,8.0
403,nun,3k,#N/A,#N/A,#N/A,8.39,3.29,3.3560000000000003,#N/A,#N/A,#N/A
404,bled,3k,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.0,1.0,1.0
405,toes,3k,33.0,3.496507561,6.185294868,#N/A,#N/A,#N/A,11.0,24.0,29.0
406,fail,3k,4.0,1.386294361,8.487546753,6.0,1.61,2.4,1.0,4.0,4.0
407,weird,3k,2.0,0.693147181,9.243773377,5.61,1.75,2.244,2.0,8.0,11.0
408,shill,3k,#N/A,#N/A,#N/A,11.77,2.65,4.708,#N/A,#N/A,#N/A
409,yes,3k,103.0,4.634728988,4.943490285,2.310598,1.68,0.9242392,1002.0,601.0,456.0
410,best,3k,105.0,4.65396035,4.922508784,4.090317000000001,1.66,1.6361268000000002,395.0,372.0,339.0
411,said,3k,1521.0,7.3271232920000005,2.006076254,#N/A,#N/A,#N/A,17700.0,8732.0,5894.0
412,scrap,3k,#N/A,#N/A,#N/A,7.68,2.16,3.072,5.0,4.0,4.0
413,sail,3k,9.0,2.197224577,7.60281832,6.47,2.7,2.588,45.0,35.0,43.0
414,mud,3k,20.0,2.995732274,6.731642911000001,4.05,1.61,1.6199999999999999,81.0,86.0,61.0
415,mug,3k,#N/A,#N/A,#N/A,5.15,2.03,2.06,1.0,2.0,3.0
416,score,3k,4.0,1.386294361,8.487546753,5.83,1.54,2.332,10.0,7.0,12.0
417,mum,3k,#N/A,#N/A,#N/A,7.47,4.13,2.988,0.0,8.0,6.0
418,drawn,3k,4.0,1.386294361,8.487546753,#N/A,#N/A,#N/A,2.0,15.0,26.0
419,drawl,3k,#N/A,#N/A,#N/A,11.17,3.07,4.468,#N/A,#N/A,#N/A
420,ire,3k,#N/A,#N/A,#N/A,12.14,3.55,4.856,#N/A,#N/A,#N/A
421,side,3k,79.0,4.3694478519999995,5.232913171,4.72,1.27,1.888,413.0,429.0,422.0
422,terms,3k,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.0,1.0,2.0
423,rolled,3k,27.0,3.295836866,6.40422748,#N/A,#N/A,#N/A,41.0,79.0,59.0
424,weak,3k,12.0,2.48490665,7.288955913,5.58,1.64,2.232,24.0,38.0,35.0
425,boss,3k,1.0,0.0,10.0,6.16,2.36,2.464,125.0,38.0,23.0
426,rime,3k,1.0,0.0,10.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
427,here,3k,282.0,5.641907071,3.844654565,3.738636,1.94,1.4954544,2267.0,1324.0,1140.0
428,spurt,3k,#N/A,#N/A,#N/A,10.0,3.41,4.0,0.0,0.0,1.0
429,news,3k,16.0,2.772588722,6.975093507,6.16,2.27,2.464,40.0,62.0,84.0
430,debt,3k,#N/A,#N/A,#N/A,10.44,3.91,4.176,0.0,1.0,3.0
431,laze,3k,#N/A,#N/A,#N/A,12.07,4.51,4.828,#N/A,#N/A,#N/A
432,cop,3k,#N/A,#N/A,#N/A,4.94,1.3,1.9760000000000002,19.0,6.0,6.0
433,cot,3k,#N/A,#N/A,#N/A,7.53,2.32,3.012,20.0,3.0,5.0
434,cow,3k,59.0,4.077537444,5.551388711,3.94,1.63,1.576,154.0,66.0,48.0
435,brat,3k,#N/A,#N/A,#N/A,6.21,3.08,2.484,#N/A,#N/A,#N/A
436,coy,3k,#N/A,#N/A,#N/A,11.67,2.89,4.668,#N/A,#N/A,#N/A
438,ill,3k,8.0,2.079441542,7.73132013,5.603611000000001,1.82,2.2414444000000002,7.0,14.0,21.0
439,blimp,3k,#N/A,#N/A,#N/A,6.63,2.48,2.652,#N/A,#N/A,#N/A
440,pith,3k,#N/A,#N/A,#N/A,12.94,4.54,5.176,#N/A,#N/A,#N/A
441,brag,3k,#N/A,#N/A,#N/A,7.79,2.46,3.116,6.0,4.0,1.0
442,cod,3k,1.0,0.0,10.0,11.5,4.14,4.6,1.0,1.0,1.0
443,brad,3k,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.0,16.0,11.0
444,bran,3k,#N/A,#N/A,#N/A,9.95,3.3,3.9799999999999995,2.0,1.0,3.0
445,runt,3k,#N/A,#N/A,#N/A,8.39,3.91,3.3560000000000003,#N/A,#N/A,#N/A
446,skill,3k,1.0,0.0,10.0,6.8,2.76,2.7199999999999998,9.0,4.0,14.0
447,tone,3k,#N/A,#N/A,#N/A,7.67,1.97,3.068,4.0,12.0,21.0
448,pose,3k,#N/A,#N/A,#N/A,7.89,2.66,3.1559999999999997,0.0,0.0,0.0
449,vail,3k,#N/A,#N/A,#N/A,10.33,4.48,4.132,#N/A,#N/A,#N/A
450,vain,3k,#N/A,#N/A,#N/A,10.740285000000002,3.07,4.296114000000001,0.0,1.0,4.0
451,height,3k,1.0,0.0,10.0,5.42,1.43,2.168,0.0,4.0,13.0
452,hers,3k,1.0,0.0,10.0,4.388713,1.48,1.7554852,10.0,15.0,12.0
453,jays,3k,1.0,0.0,10.0,#N/A,#N/A,#N/A,0.0,0.0,3.0
454,speak,3k,22.0,3.091042453,6.627659085,3.56,1.38,1.424,50.0,107.0,132.0
455,putt,3k,#N/A,#N/A,#N/A,8.67,3.45,3.468,#N/A,#N/A,#N/A
456,tint,3k,#N/A,#N/A,#N/A,10.0,4.05,4.0,#N/A,#N/A,#N/A
457,beef,3k,8.0,2.079441542,7.73132013,6.58,2.43,2.632,0.0,6.0,8.0
458,chrome,3k,#N/A,#N/A,#N/A,8.32,3.28,3.3280000000000003,#N/A,#N/A,#N/A
459,binge,3k,#N/A,#N/A,#N/A,15.22,4.05,6.088,#N/A,#N/A,#N/A
461,three,3k,155.0,5.043425117,4.49760101,3.6853510000000003,1.5,1.4741404,578.0,532.0,576.0
462,been,3k,127.0,4.844187086,4.714970578,#N/A,#N/A,#N/A,592.0,1065.0,1471.0
463,beep,3k,33.0,3.496507561,6.185294868,5.32,2.38,2.128,#N/A,#N/A,#N/A
464,beer,3k,2.0,0.693147181,9.243773377,6.11,2.68,2.444,0.0,10.0,10.0
465,much,3k,138.0,4.927253685,4.624344553,4.580539,1.24,1.8322156,698.0,820.0,975.0
466,beet,3k,1.0,0.0,10.0,6.56,2.06,2.6239999999999997,0.0,0.0,1.0
467,fry,3k,3.0,1.098612289,8.80140916,5.79,1.69,2.316,9.0,4.0,4.0
468,slat,3k,#N/A,#N/A,#N/A,11.56,4.05,4.6240000000000006,#N/A,#N/A,#N/A
469,threw,3k,16.0,2.772588722,6.975093507,#N/A,#N/A,#N/A,88.0,111.0,86.0
470,dots,3k,8.0,2.079441542,7.73132013,#N/A,#N/A,#N/A,11.0,9.0,11.0
471,life,3k,47.0,3.850147602,5.7994720289999995,5.89,3.23,2.356,107.0,258.0,398.0
472,loft,3k,#N/A,#N/A,#N/A,11.05,4.48,4.42,0.0,4.0,3.0
473,spit,3k,5.0,1.609437912,8.244096157000001,5.06,2.04,2.024,4.0,9.0,9.0
474,drugs,3k,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0,3.0,4.0
475,chum,3k,1.0,0.0,10.0,9.24,2.51,3.696,6.0,2.0,1.0
476,joust,3k,#N/A,#N/A,#N/A,10.63,3.42,4.252000000000001,#N/A,#N/A,#N/A
477,lift,3k,8.0,2.079441542,7.73132013,4.74,1.91,1.8960000000000001,27.0,39.0,43.0
478,hoist,3k,#N/A,#N/A,#N/A,11.32,3.9,4.5280000000000005,0.0,0.0,1.0
479,child,3k,59.0,4.077537444,5.551388711,5.14536,1.7,2.058144,70.0,118.0,144.0
480,catch,3k,53.0,3.9702919139999997,5.668394056,4.61,2.07,1.844,187.0,192.0,146.0
481,spin,3k,9.0,2.197224577,7.60281832,5.0,2.43,2.0,26.0,29.0,15.0
482,chill,3k,#N/A,#N/A,#N/A,6.4,2.39,2.56,5.0,1.0,3.0
483,dash,3k,2.0,0.693147181,9.243773377,7.74,2.92,3.096,1.0,6.0,10.0
484,east,3k,12.0,2.48490665,7.288955913,6.94,3.56,2.7760000000000002,38.0,55.0,74.0
485,tank,3k,16.0,2.772588722,6.975093507,7.17,2.36,2.868,51.0,41.0,34.0
486,sly,3k,2.0,0.693147181,9.243773377,8.55,1.88,3.4200000000000004,7.0,6.0,3.0
487,tang,3k,2.0,0.693147181,9.243773377,9.11,4.48,3.6439999999999997,0.0,0.0,0.0
488,air,3k,71.0,4.262679877,5.3493975019999995,3.94,1.55,1.576,314.0,415.0,516.0
489,aim,3k,1.0,0.0,10.0,6.72,2.11,2.6879999999999997,0.0,6.0,9.0
490,ail,3k,#N/A,#N/A,#N/A,9.71,2.37,3.8840000000000003,#N/A,#N/A,#N/A
491,near,3k,33.0,3.496507561,6.185294868,5.411785000000001,1.96,2.1647140000000005,329.0,341.0,380.0
492,slam,3k,5.0,1.609437912,8.244096157000001,6.94,1.95,2.7760000000000002,7.0,5.0,4.0
493,neat,3k,13.0,2.5649493569999997,7.201628967,5.43,3.2,2.1719999999999997,21.0,43.0,30.0
494,thrash,3k,#N/A,#N/A,#N/A,8.72,2.99,3.4880000000000004,#N/A,#N/A,#N/A
495,aid,3k,3.0,1.098612289,8.80140916,7.33,2.2,2.932,1.0,12.0,11.0
496,gave,3k,101.0,4.615120517,4.964883213,#N/A,#N/A,#N/A,435.0,400.0,346.0
497,souse,3k,#N/A,#N/A,#N/A,15.62,3.42,6.247999999999999,#N/A,#N/A,#N/A
498,cane,3k,2.0,0.693147181,9.243773377,5.74,1.97,2.2960000000000003,53.0,13.0,11.0
499,broth,3k,3.0,1.098612289,8.80140916,9.0,3.73,3.6,0.0,0.0,0.0
500,sting,3k,2.0,0.693147181,9.243773377,6.21,3.26,2.484,12.0,14.0,5.0
501,shame,3k,6.0,1.791759469,8.045182537,6.55,2.37,2.62,10.0,10.0,14.0
502,cant,3k,3.0,1.098612289,8.80140916,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
503,brake,3k,5.0,1.609437912,8.244096157000001,5.95,2.22,2.38,3.0,6.0,4.0
504,cone,3k,5.0,1.609437912,8.244096157000001,4.67,2.57,1.8679999999999999,14.0,10.0,9.0
505,jest,3k,#N/A,#N/A,#N/A,11.21,3.15,4.484,0.0,2.0,3.0
506,mouse,3k,111.0,4.709530201000001,4.861881832,4.94,1.76,1.9760000000000002,442.0,171.0,82.0
507,stint,3k,#N/A,#N/A,#N/A,13.06,2.98,5.224,#N/A,#N/A,#N/A
508,hone,3k,#N/A,#N/A,#N/A,12.72,3.86,5.088,#N/A,#N/A,#N/A
509,growl,3k,7.0,1.9459101490000001,7.877003467000001,5.79,1.87,2.316,2.0,6.0,5.0
510,belle,3k,#N/A,#N/A,#N/A,10.367289999999999,3.84,4.146915999999999,0.0,2.0,1.0
511,make,3k,233.0,5.451038454,4.052893067,4.68,1.77,1.8719999999999999,1380.0,1258.0,1453.0
512,wound,3k,5.0,1.609437912,8.244096157000001,7.52,2.73,3.008,6.0,9.0,24.0
513,split,3k,9.0,2.197224577,7.60281832,6.25,2.36,2.5,11.0,19.0,21.0
514,hank,3k,#N/A,#N/A,#N/A,10.527144999999999,6.04,4.210858,43.0,24.0,20.0
515,moose,3k,4.0,1.386294361,8.487546753,5.22,1.73,2.088,2.0,16.0,14.0
516,raid,3k,#N/A,#N/A,#N/A,9.53,3.37,3.812,1.0,0.0,0.0
517,fuss,3k,4.0,1.386294361,8.487546753,5.5,1.86,2.2,40.0,14.0,9.0
518,nil,3k,#N/A,#N/A,#N/A,12.28555,3.73,4.91422,#N/A,#N/A,#N/A
519,swell,3k,1.0,0.0,10.0,7.42,3.08,2.968,4.0,9.0,5.0
520,hang,3k,17.0,2.833213344,6.908951778,6.68,2.21,2.6719999999999997,39.0,66.0,49.0
521,rain,3k,83.0,4.418840608,5.179025457,3.6,1.27,1.44,361.0,227.0,185.0
522,kit,3k,1.0,0.0,10.0,6.55,2.76,2.62,65.0,17.0,7.0
523,nix,3k,#N/A,#N/A,#N/A,11.88,3.61,4.752000000000001,#N/A,#N/A,#N/A
524,fuse,3k,#N/A,#N/A,#N/A,10.78,4.14,4.311999999999999,0.0,0.0,1.0
525,kin,3k,#N/A,#N/A,#N/A,7.83,5.19,3.132,0.0,2.0,2.0
526,nip,3k,1.0,0.0,10.0,7.94,3.11,3.176,0.0,0.0,0.0
527,tune,3k,9.0,2.197224577,7.60281832,7.32,3.07,2.928,9.0,13.0,18.0
528,kid,3k,19.0,2.9444389789999996,6.78760412,4.28,1.56,1.7120000000000002,107.0,109.0,74.0
529,hearth,3k,#N/A,#N/A,#N/A,10.05,3.25,4.0200000000000005,0.0,4.0,3.0
530,kept,3k,43.0,3.7612001160000004,5.8965141270000005,#N/A,#N/A,#N/A,209.0,273.0,291.0
531,romp,3k,#N/A,#N/A,#N/A,10.3,3.59,4.12,#N/A,#N/A,#N/A
532,drip,3k,#N/A,#N/A,#N/A,5.89,2.35,2.356,30.0,3.0,2.0
533,the,3k,9565.0,9.165865882,0.0,3.983747,2.33,1.5934988,50950.0,48534.0,57939.0
534,rout,3k,#N/A,#N/A,#N/A,11.59,2.58,4.636,#N/A,#N/A,#N/A
535,left,3k,119.0,4.779123493,4.785955244,5.571640000000001,2.17,2.2286560000000004,556.0,604.0,606.0
536,kale,3k,#N/A,#N/A,#N/A,12.12,4.86,4.848,#N/A,#N/A,#N/A
537,just,3k,448.0,6.1047932320000005,3.339643727,7.010335,2.48,2.8041340000000003,2152.0,2096.0,1991.0
538,sauce,3k,2.0,0.693147181,9.243773377,5.37,2.24,2.148,1.0,3.0,4.0
539,yea,3k,2.0,0.693147181,9.243773377,6.317630000000001,3.58,2.5270520000000003,0.0,0.0,1.0
540,bruise,3k,#N/A,#N/A,#N/A,5.45,2.14,2.18,0.0,0.0,1.0
541,cape,3k,4.0,1.386294361,8.487546753,6.903765000000001,4.52,2.7615060000000002,39.0,13.0,9.0
542,plight,3k,#N/A,#N/A,#N/A,11.97,3.16,4.788,0.0,0.0,0.0
543,yet,3k,32.0,3.465735903,6.218866883,6.957050000000001,1.85,2.78282,146.0,202.0,246.0
544,elk,3k,1.0,0.0,10.0,7.05,4.68,2.82,8.0,9.0,6.0
545,nudge,3k,#N/A,#N/A,#N/A,11.05,4.62,4.42,#N/A,#N/A,#N/A
546,ham,3k,13.0,2.5649493569999997,7.201628967,4.1,1.48,1.64,47.0,14.0,9.0
547,elm,3k,#N/A,#N/A,#N/A,9.06,4.35,3.624,1.0,1.0,3.0
548,thy,3k,9.0,2.197224577,7.60281832,#N/A,#N/A,#N/A,0.0,2.0,7.0
549,ease,3k,#N/A,#N/A,#N/A,9.11,2.49,3.6439999999999997,0.0,1.0,5.0
550,had,3k,689.0,6.535241271,2.8700230230000003,#N/A,#N/A,#N/A,3649.0,4388.0,5625.0
551,hag,3k,#N/A,#N/A,#N/A,10.0,3.65,4.0,#N/A,#N/A,#N/A
552,hay,3k,22.0,3.091042453,6.627659085,5.32,1.92,2.128,8.0,20.0,32.0
553,shout,3k,21.0,3.044522438,6.678412627,4.72,1.49,1.888,28.0,38.0,31.0
554,spread,3k,14.0,2.63905733,7.120776844,5.72,2.76,2.288,14.0,50.0,75.0
555,kelp,3k,#N/A,#N/A,#N/A,10.22,3.41,4.088,0.0,3.0,1.0
556,board,3k,8.0,2.079441542,7.73132013,6.37,1.8,2.548,81.0,80.0,72.0
557,has,3k,186.0,5.225746674,4.29868739,#N/A,#N/A,#N/A,1090.0,940.0,1129.0
558,hat,3k,120.0,4.787491743,4.776825447,3.33,1.14,1.332,369.0,140.0,97.0
559,haw,3k,#N/A,#N/A,#N/A,11.86,4.52,4.744,#N/A,#N/A,#N/A
