,word,source
539,burned,lcnl
540,burns,lcnl
542,burp,lcnl
543,burps,lcnl
545,burrs,lcnl
551,busts,lcnl
553,butch,lcnl
556,butts,lcnl
558,buys,lcnl
560,buzzed,lcnl
564,cabs,lcnl
567,cads,lcnl
570,cakes,lcnl
573,called,lcnl
574,calls,lcnl
576,calve,lcnl
577,calves,lcnl
581,camps,lcnl
584,canes,lcnl
585,cans,lcnl
589,capes,lcnl
590,caps,lcnl
593,cards,lcnl
595,cared,lcnl
596,cares,lcnl
597,carp,lcnl
598,cars,lcnl
600,carts,lcnl
602,carved,lcnl
603,carves,lcnl
605,cases,lcnl
607,cashes,lcnl
609,casks,lcnl
612,castes,lcnl
613,casts,lcnl
616,cats,lcnl
618,caulk,lcnl
620,caused,lcnl
621,causes,lcnl
623,caves,lcnl
624,caw,lcnl
626,ceased,lcnl
627,cede,lcnl
629,cells,lcnl
630,celts,lcnl
632,cents,lcnl
634,chafed,lcnl
635,chafes,lcnl
636,chaff,lcnl
638,chains,lcnl
640,chairs,lcnl
643,chalks,lcnl
645,champs,lcnl
649,chants,lcnl
651,chaps,lcnl
655,charms,lcnl
656,charred,lcnl
657,chars,lcnl
659,charts,lcnl
661,chaste,lcnl
663,chats,lcnl
667,cheats,lcnl
669,checked,lcnl
670,checks,lcnl
672,cheeks,lcnl
673,cheep,lcnl
674,cheeps,lcnl
676,cheers,lcnl
679,chefs,lcnl
682,chests,lcnl
684,chewed,lcnl
685,chews,lcnl
688,chicks,lcnl
691,chiefs,lcnl
694,chills,lcnl
696,chimes,lcnl
697,chimp,lcnl
698,chimps,lcnl
700,chink,lcnl
701,chinked,lcnl
702,chinks,lcnl
703,chins,lcnl
705,chips,lcnl
706,chirp,lcnl
707,chirped,lcnl
708,chirps,lcnl
710,chives,lcnl
711,chocks,lcnl
714,choirs,lcnl
716,choked,lcnl
717,chokes,lcnl
719,chomps,lcnl
722,chopped,lcnl
723,chops,lcnl
725,chords,lcnl
727,chores,lcnl
730,chows,lcnl
732,christs,lcnl
734,chromes,lcnl
735,chub,lcnl
737,chucks,lcnl
738,chug,lcnl
739,chugged,lcnl
740,chugs,lcnl
743,chumps,lcnl
744,chums,lcnl
746,chunks,lcnl
749,churned,lcnl
750,churns,lcnl
752,chutes,lcnl
755,cited,lcnl
756,cites,lcnl
759,claims,lcnl
762,clamped,lcnl
763,clamps,lcnl
764,clams,lcnl
767,clangs,lcnl
768,clank,lcnl
769,clanked,lcnl
770,clanks,lcnl
771,clans,lcnl
773,clapped,lcnl
774,claps,lcnl
776,clasp,lcnl
777,clasped,lcnl
778,clasps,lcnl
782,claws,lcnl
784,clays,lcnl
786,cleaned,lcnl
787,cleans,lcnl
788,cleanse,lcnl
789,cleansed,lcnl
792,cleats,lcnl
793,cleave,lcnl
794,cleaves,lcnl
795,clef,lcnl
797,clefts,lcnl
799,clenched,lcnl
801,clerks,lcnl
803,clicked,lcnl
804,clicks,lcnl
806,cliffs,lcnl
808,climbed,lcnl
809,climbs,lcnl
810,clime,lcnl
811,climes,lcnl
813,clinched,lcnl
815,clings,lcnl
816,clink,lcnl
817,clinked,lcnl
818,clinks,lcnl
820,clips,lcnl
821,clique,lcnl
822,cliques,lcnl
824,cloaks,lcnl
826,clocks,lcnl
828,clods,lcnl
830,clogged,lcnl
831,clogs,lcnl
832,clone,lcnl
833,clones,lcnl
834,clop,lcnl
836,closed,lcnl
837,closes,lcnl
841,clothed,lcnl
842,clothes,lcnl
843,cloths,lcnl
846,clouds,lcnl
848,clouts,lcnl
850,cloves,lcnl
852,clowns,lcnl
853,cloy,lcnl
855,clubs,lcnl
857,clucks,lcnl
859,clues,lcnl
861,clumps,lcnl
863,clunk,lcnl
865,clutched,lcnl
867,coaches,lcnl
869,coals,lcnl
872,coasts,lcnl
874,coats,lcnl
876,coaxed,lcnl
877,cob,lcnl
879,cocked,lcnl
880,cocks,lcnl
883,codes,lcnl
884,cog,lcnl
885,cogs,lcnl
887,coils,lcnl
889,coins,lcnl
891,cokes,lcnl
895,colts,lcnl
897,combs,lcnl
899,comes,lcnl
900,con,lcnl
902,cones,lcnl
903,conk,lcnl
904,conks,lcnl
905,cons,lcnl
906,coo,lcnl
907,cooed,lcnl
909,cooked,lcnl
910,cooks,lcnl
912,cooled,lcnl
913,cools,lcnl
914,coon,lcnl
915,coons,lcnl
917,coops,lcnl
918,coot,lcnl
919,coots,lcnl
922,coped,lcnl
923,copes,lcnl
924,cops,lcnl
925,copse,lcnl
927,cords,lcnl
929,cores,lcnl
931,corks,lcnl
933,corns,lcnl
937,costs,lcnl
939,cote,lcnl
940,cots,lcnl
943,coughed,lcnl
944,coughs,lcnl
947,counts,lcnl
950,coupes,lcnl
951,coups,lcnl
954,courts,lcnl
956,coves,lcnl
959,cowls,lcnl
960,cows,lcnl
964,crabs,lcnl
966,cracked,lcnl
967,cracks,lcnl
969,crafts,lcnl
971,crags,lcnl
972,crake,lcnl
974,crammed,lcnl
976,cramps,lcnl
977,crams,lcnl
979,cranes,lcnl
981,cranks,lcnl
983,craps,lcnl
985,crashed,lcnl
988,crates,lcnl
990,craved,lcnl
991,craves,lcnl
993,crawled,lcnl
994,crawls,lcnl
996,crazed,lcnl
997,crazes,lcnl
999,creaked,lcnl
1000,creaks,lcnl
1002,creams,lcnl
1006,creeds,lcnl
1008,creeks,lcnl
1009,creel,lcnl
1011,creeps,lcnl
1013,crepes,lcnl
1015,cress,lcnl
1017,crests,lcnl
1019,crews,lcnl
1021,cribs,lcnl
1022,crick,lcnl
1023,cried,lcnl
1024,cries,lcnl
1026,crimes,lcnl
1027,crimp,lcnl
1028,cringe,lcnl
1029,cringed,lcnl
1032,croaks,lcnl
1033,crock,lcnl
1034,crocks,lcnl
1036,crones,lcnl
1038,crooks,lcnl
1040,crooned,lcnl
1041,croons,lcnl
1043,crops,lcnl
1045,crossed,lcnl
1046,crotch,lcnl
1048,crouched,lcnl
1049,croup,lcnl
1052,crowds,lcnl
1053,crowed,lcnl
1055,crowns,lcnl
1056,crows,lcnl
1058,cruel,lcnl
1060,cruised,lcnl
1062,crumbs,lcnl
1065,crushed,lcnl
1067,crusts,lcnl
1072,crypts,lcnl
1075,cubes,lcnl
1076,cubs,lcnl
1078,cuds,lcnl
1080,cues,lcnl
1082,cuffs,lcnl
1085,cults,lcnl
1086,cunt,lcnl
1088,cups,lcnl
1091,curbs,lcnl
1093,curds,lcnl
1095,cured,lcnl
1096,cures,lcnl
1098,curled,lcnl
1099,curls,lcnl
1100,curs,lcnl
1102,cursed,lcnl
1105,curves,lcnl
1107,cusps,lcnl
1108,cuss,lcnl
1111,cuts,lcnl
1113,cysts,lcnl
1115,czars,lcnl
1116,dab,lcnl
1117,dabbed,lcnl
1118,dabs,lcnl
1119,dace,lcnl
1121,dads,lcnl
1122,daft,lcnl
1124,dales,lcnl
1127,dames,lcnl
1129,damned,lcnl
1130,damns,lcnl
1132,dams,lcnl
1134,dane,lcnl
1135,danes,lcnl
1139,dared,lcnl
1140,dares,lcnl
1143,darned,lcnl
1144,darns,lcnl
1145,dart,lcnl
1146,darts,lcnl
1148,dashed,lcnl
1150,dates,lcnl
1151,daub,lcnl
1153,daunts,lcnl
1155,dawns,lcnl
1156,day,lcnl
1158,daze,lcnl
1159,dazed,lcnl
1163,deals,lcnl
1166,deans,lcnl
1169,dearths,lcnl
1171,deaths,lcnl
1172,debs,lcnl
1174,debts,lcnl
1176,decks,lcnl
1178,deeds,lcnl
1180,deemed,lcnl
1181,deems,lcnl
1185,deign,lcnl
1186,deigned,lcnl
1187,deigns,lcnl
1189,dells,lcnl
1190,delve,lcnl
1192,dens,lcnl
1195,dents,lcnl
1197,depths,lcnl
1199,desks,lcnl
1200,dew,lcnl
1201,dews,lcnl
1203,dialed,lcnl
1204,dials,lcnl
1206,diced,lcnl
1208,dicks,lcnl
1211,died,lcnl
1212,dies,lcnl
1214,digs,lcnl
1216,dikes,lcnl
1218,dills,lcnl
1221,dimes,lcnl
1224,dined,lcnl
1225,dines,lcnl
1226,dins,lcnl
1228,dints,lcnl
1230,dipped,lcnl
1231,dips,lcnl
1234,dirk,lcnl
1235,dirks,lcnl
1237,dirts,lcnl
1239,discs,lcnl
1242,disks,lcnl
1245,dives,lcnl
1247,doc,lcnl
1249,docks,lcnl
1251,dodged,lcnl
1254,doff,lcnl
1256,dogs,lcnl
1259,dolls,lcnl
1260,dolt,lcnl
1262,domes,lcnl
1263,don,lcnl
1265,donned,lcnl
1266,dons,lcnl
1268,doomed,lcnl
1269,dooms,lcnl
1271,doors,lcnl
1273,dopes,lcnl
1275,dorks,lcnl
1277,dorms,lcnl
1280,dot,lcnl
1281,dote,lcnl
1284,doubts,lcnl
1286,doughs,lcnl
1289,doused,lcnl
1291,doves,lcnl
1293,doze,lcnl
1294,dozed,lcnl
1297,drafts,lcnl
1299,dragged,lcnl
1300,drags,lcnl
1302,drained,lcnl
1303,drains,lcnl
1305,drakes,lcnl
1307,drams,lcnl
1310,draped,lcnl
1311,drapes,lcnl
1313,draughts,lcnl
1316,drawled,lcnl
1317,drawls,lcnl
1319,draws,lcnl
1321,dreads,lcnl
1323,dreamed,lcnl
1324,dreams,lcnl
1326,dredge,lcnl
1327,drench,lcnl
1328,drenched,lcnl
1330,dressed,lcnl
1332,dried,lcnl
1333,dries,lcnl
1335,drifts,lcnl
1337,drilled,lcnl
1338,drills,lcnl
1340,drinks,lcnl
1342,dripped,lcnl
1343,drips,lcnl
1345,drives,lcnl
1347,drones,lcnl
1348,drool,lcnl
1350,droops,lcnl
1352,dropped,lcnl
1353,drops,lcnl
1356,droughts,lcnl
1359,drowned,lcnl
1360,drowns,lcnl
1361,drub,lcnl
1362,drug,lcnl
1365,drums,lcnl
1367,drupe,lcnl
1369,dub,lcnl
1370,dubbed,lcnl
1371,dubs,lcnl
1373,ducked,lcnl
1374,ducks,lcnl
1376,ducts,lcnl
1378,dude,lcnl
1379,dudes,lcnl
1380,duds,lcnl
1383,duels,lcnl
1384,dues,lcnl
1385,duff,lcnl
1388,dukes,lcnl
1392,dumped,lcnl
1393,dumps,lcnl
1395,dunce,lcnl
1397,dunes,lcnl
1399,dungs,lcnl
1401,dunked,lcnl
1402,dunks,lcnl
1403,duns,lcnl
1404,dupe,lcnl
1405,duped,lcnl
1406,dupes,lcnl
1408,dusks,lcnl
1410,dusts,lcnl
1411,dutch,lcnl
1413,dwarfed,lcnl
1414,dwarfs,lcnl
1416,dwells,lcnl
1418,dye,lcnl
1420,dykes,lcnl
1424,earls,lcnl
1426,earned,lcnl
1427,earns,lcnl
1428,ears,lcnl
1433,eats,lcnl
1435,ebbed,lcnl
1436,ebbs,lcnl
1439,eels,lcnl
1441,eggs,lcnl
1444,eighths,lcnl
1445,eights,lcnl
1446,elf,lcnl
1448,ell,lcnl
1450,elms,lcnl
1452,elves,lcnl
1454,ends,lcnl
1455,er,lcnl
1456,ere,lcnl
1457,erg,lcnl
1459,etch,lcnl
1460,etched,lcnl
1462,eves,lcnl
1464,ewes,lcnl
1465,eye,lcnl
1466,eyes,lcnl
1467,fa,lcnl
1470,facts,lcnl
1473,fades,lcnl
1474,fads,lcnl
1475,fag,lcnl
1476,fags,lcnl
1478,failed,lcnl
1479,fails,lcnl
1483,faiths,lcnl
1486,falls,lcnl
1487,FALSE,lcnl
1491,fangs,lcnl
1492,fans,lcnl
1496,fares,lcnl
1498,farms,lcnl
1499,fart,lcnl
1503,fates,lcnl
1505,faults,lcnl
1506,faun,lcnl
1507,fauns,lcnl
1509,fawned,lcnl
1510,fawns,lcnl
1512,fazed,lcnl
1514,fears,lcnl
1516,feasts,lcnl
1518,feats,lcnl
1522,feeds,lcnl
1524,feels,lcnl
1525,fees,lcnl
1527,feign,lcnl
1528,feigned,lcnl
1529,feigns,lcnl
1531,feints,lcnl
1536,fend,lcnl
1537,fens,lcnl
1539,ferns,lcnl
1541,fetched,lcnl
1543,fetes,lcnl
1545,feuds,lcnl
1547,fez,lcnl
1548,fib,lcnl
1550,field,lcnl
1551,fields,lcnl
1553,fiends,lcnl
1556,fifes,lcnl
1560,fights,lcnl
1561,figs,lcnl
1562,filch,lcnl
1563,filched,lcnl
1565,filed,lcnl
1566,files,lcnl
1568,filled,lcnl
1569,fills,lcnl
1571,films,lcnl
1573,filths,lcnl
1575,finch,lcnl
1577,finds,lcnl
1580,finks,lcnl
1581,fins,lcnl
1584,fires,lcnl
1586,firms,lcnl
1587,firs,lcnl
1589,firth,lcnl
1590,firths,lcnl
1593,fists,lcnl
1595,fits,lcnl
1599,fizz,lcnl
1600,flack,lcnl
1602,flags,lcnl
1604,flailed,lcnl
1605,flails,lcnl
1607,flairs,lcnl
1608,flak,lcnl
1610,flakes,lcnl
1612,flames,lcnl
1615,flanked,lcnl
1616,flanks,lcnl
1617,flap,lcnl
1618,flapped,lcnl
1619,flaps,lcnl
1621,flared,lcnl
1622,flares,lcnl
1623,flash,lcnl
1624,flashed,lcnl
1626,flasks,lcnl
1628,flaunt,lcnl
1630,flaws,lcnl
1632,flay,lcnl
1635,fleas,lcnl
1637,flecks,lcnl
1639,fledge,lcnl
1642,fleets,lcnl
1646,flexed,lcnl
1648,flicked,lcnl
1649,flicks,lcnl
1650,flies,lcnl
1652,flights,lcnl
1653,flinch,lcnl
1654,flinched,lcnl
1656,flings,lcnl
1658,flints,lcnl
1660,flipped,lcnl
1661,flips,lcnl
1663,flirts,lcnl
1664,flit,lcnl
1665,flitch,lcnl
1666,flits,lcnl
1668,floats,lcnl
1670,flocks,lcnl
1672,floes,lcnl
1674,flogged,lcnl
1675,flogs,lcnl
1677,floods,lcnl
1679,floors,lcnl
1681,flopped,lcnl
1682,flops,lcnl
1683,floss,lcnl
1685,flours,lcnl
1686,flout,lcnl
1689,flows,lcnl
1691,flub,lcnl
1692,flubbed,lcnl
1693,flubs,lcnl
1694,flue,lcnl
1696,fluffs,lcnl
1698,flukes,lcnl
1699,flume,lcnl
1701,flunk,lcnl
1703,flushed,lcnl
1705,flutes,lcnl
1709,foals,lcnl
1711,foams,lcnl
1712,fob,lcnl
1713,fobs,lcnl
1715,foes,lcnl
1717,fogs,lcnl
1719,foils,lcnl
1721,foists,lcnl
1723,folds,lcnl
1725,folks,lcnl
1728,fonts,lcnl
1730,foods,lcnl
1732,fools,lcnl
1734,fop,lcnl
1735,fops,lcnl
1742,forks,lcnl
1744,forms,lcnl
1747,forts,lcnl
1750,fouled,lcnl
1751,fouls,lcnl
1753,fount,lcnl
1755,fours,lcnl
1761,frames,lcnl
1762,franc,lcnl
1763,francs,lcnl
1766,frappes,lcnl
1768,frauds,lcnl
1770,frayed,lcnl
1771,frays,lcnl
1773,freaks,lcnl
1776,frees,lcnl
1779,freights,lcnl
1783,frets,lcnl
1784,fridge,lcnl
1785,fried,lcnl
1787,friends,lcnl
1788,fries,lcnl
1791,frights,lcnl
1793,frills,lcnl
1795,frisk,lcnl
1796,frizz,lcnl
1797,fro,lcnl
1799,frocks,lcnl
1801,frogs,lcnl
1803,frond,lcnl
1805,fronts,lcnl
1807,frosts,lcnl
1809,frothed,lcnl
1810,froths,lcnl
1812,frowned,lcnl
1813,frowns,lcnl
1816,fruits,lcnl
1817,frump,lcnl
1818,frumps,lcnl
1821,fucks,lcnl
1822,fudge,lcnl
1823,fudged,lcnl
1824,fudges,lcnl
1826,fuels,lcnl
1828,fume,lcnl
1829,fumes,lcnl
1832,funds,lcnl
1834,funks,lcnl
1836,furl,lcnl
1837,furled,lcnl
1838,furls,lcnl
1839,furs,lcnl
1842,fussed,lcnl
1845,gabs,lcnl
1846,gad,lcnl
1847,gaff,lcnl
1850,gags,lcnl
1852,gained,lcnl
1853,gains,lcnl
1857,gales,lcnl
1859,galls,lcnl
1860,gals,lcnl
1862,games,lcnl
1864,gangs,lcnl
1866,gape,lcnl
1867,gaped,lcnl
1868,gapes,lcnl
1869,gaps,lcnl
1871,garbs,lcnl
1875,gasped,lcnl
1876,gasps,lcnl
1877,gat,lcnl
1879,gates,lcnl
1881,gaud,lcnl
1886,gawk,lcnl
1889,gazed,lcnl
1891,gears,lcnl
1895,geld,lcnl
1896,gels,lcnl
1898,gems,lcnl
1899,gen,lcnl
1901,genes,lcnl
1902,gent,lcnl
1903,gents,lcnl
1904,germ,lcnl
1907,gets,lcnl
1908,ghast,lcnl
1909,ghasts,lcnl
1910,ghat,lcnl
1911,ghats,lcnl
1912,ghee,lcnl
1913,ghees,lcnl
1915,ghosts,lcnl
1917,ghouls,lcnl
1919,gibes,lcnl
1921,gifts,lcnl
1923,gigs,lcnl
1924,gild,lcnl
1925,gilds,lcnl
1927,gills,lcnl
1930,gins,lcnl
1932,girds,lcnl
1934,girls,lcnl
1935,girt,lcnl
1937,girths,lcnl
1939,gists,lcnl
1942,gives,lcnl
1944,glade,lcnl
1945,glades,lcnl
1947,glanced,lcnl
1949,glands,lcnl
1955,gleaned,lcnl
1956,gleans,lcnl
1959,glens,lcnl
1962,glides,lcnl
1967,gloats,lcnl
1968,glob,lcnl
1970,globes,lcnl
1971,globs,lcnl
1973,glooms,lcnl
1976,gloves,lcnl
1979,glued,lcnl
1980,glues,lcnl
1982,glut,lcnl
1983,gluts,lcnl
1984,gnarl,lcnl
1985,gnash,lcnl
1986,gnashed,lcnl
1987,gnat,lcnl
1988,gnats,lcnl
1990,gnawed,lcnl
1991,gnaws,lcnl
1993,gnomes,lcnl
1994,gnu,lcnl
1995,gnus,lcnl
1998,goads,lcnl
2000,goals,lcnl
2002,goats,lcnl
2004,gobs,lcnl
2006,gods,lcnl
2009,golds,lcnl
2011,golfs,lcnl
2014,gongs,lcnl
2015,goo,lcnl
2017,goods,lcnl
2018,goof,lcnl
2020,goons,lcnl
2023,gores,lcnl
2025,gorse,lcnl
2029,gouged,lcnl
2030,gouges,lcnl
2032,gourds,lcnl
2034,gouts,lcnl
2036,gowns,lcnl
2038,grabbed,lcnl
2039,grabs,lcnl
2043,grades,lcnl
2044,grads,lcnl
2046,grafts,lcnl
2048,grails,lcnl
2050,grains,lcnl
2052,grams,lcnl
2053,gran,lcnl
2055,grange,lcnl
2057,grants,lcnl
2059,grapes,lcnl
2061,graphs,lcnl
2063,grasped,lcnl
2064,grasps,lcnl
2067,grates,lcnl
2069,graves,lcnl
2073,grazed,lcnl
2075,greased,lcnl
2077,greats,lcnl
2078,greaves,lcnl
2080,greeds,lcnl
2083,greets,lcnl
2087,grids,lcnl
2089,griefs,lcnl
2090,grieve,lcnl
2091,grieved,lcnl
2092,grieves,lcnl
2095,grilles,lcnl
2096,grills,lcnl
2099,grimed,lcnl
2100,grimes,lcnl
2103,grinds,lcnl
2104,grinned,lcnl
2105,grins,lcnl
2108,gripes,lcnl
2109,grips,lcnl
2111,grists,lcnl
2113,grits,lcnl
2115,groaned,lcnl
2116,groans,lcnl
2118,groats,lcnl
2119,grog,lcnl
2121,groins,lcnl
2123,grooms,lcnl
2125,grooves,lcnl
2127,groped,lcnl
2128,gropes,lcnl
2130,grot,lcnl
2133,grounds,lcnl
2135,groups,lcnl
2137,grout,lcnl
2139,groves,lcnl
2142,growled,lcnl
2143,growls,lcnl
2145,grows,lcnl
2147,growths,lcnl
2149,grubs,lcnl
2153,grunts,lcnl
2155,guards,lcnl
2157,guessed,lcnl
2159,guests,lcnl
2161,guides,lcnl
2163,guilds,lcnl
2165,guiles,lcnl
2167,guilts,lcnl
2169,gulch,lcnl
2171,gulfs,lcnl
2174,gulps,lcnl
2176,gums,lcnl
2179,gunks,lcnl
2180,guns,lcnl
2182,gushed,lcnl
2185,guts,lcnl
2187,guys,lcnl
2189,gyms,lcnl
2192,hacked,lcnl
2193,hacks,lcnl
2195,haft,lcnl
2196,hafts,lcnl
2198,hags,lcnl
2200,hailed,lcnl
2201,hails,lcnl
2203,hairs,lcnl
2206,halls,lcnl
2208,halts,lcnl
2209,halve,lcnl
2210,halved,lcnl
2211,halves,lcnl
2213,hams,lcnl
2215,hands,lcnl
2217,hangs,lcnl
2219,hanks,lcnl
2220,hap,lcnl
2223,hares,lcnl
2225,harked,lcnl
2226,harks,lcnl
2228,harms,lcnl
2230,harps,lcnl
2233,harts,lcnl
2237,hasps,lcnl
2242,hated,lcnl
2243,hates,lcnl
2245,hats,lcnl
2247,haunch,lcnl
2249,haunts,lcnl
2253,hawks,lcnl
2254,haws,lcnl
2256,hays,lcnl
2258,he,lcnl
2260,heads,lcnl
2262,healed,lcnl
2263,heals,lcnl
2265,healths,lcnl
2267,heaps,lcnl
2270,hears,lcnl
2274,hearths,lcnl
2275,hearts,lcnl
2277,heath,lcnl
2278,heaths,lcnl
2279,heats,lcnl
2281,heaves,lcnl
2285,heeds,lcnl
2287,heels,lcnl
2288,heft,lcnl
2290,heights,lcnl
2292,heirs,lcnl
2295,hells,lcnl
2297,helms,lcnl
2299,helped,lcnl
2300,helps,lcnl
2302,hemp,lcnl
2303,hemps,lcnl
2304,hems,lcnl
2307,hens,lcnl
2310,herbs,lcnl
2312,herds,lcnl
2315,hew,lcnl
2316,hewed,lcnl
2317,hews,lcnl
2321,hicks,lcnl
2324,hides,lcnl
2325,hie,lcnl
2328,hikes,lcnl
2330,hills,lcnl
2332,hilts,lcnl
2336,hinges,lcnl
2338,hints,lcnl
2340,hips,lcnl
2342,hired,lcnl
2343,hires,lcnl
2346,hissed,lcnl
2349,hitched,lcnl
2350,hits,lcnl
2352,hives,lcnl
2353,ho,lcnl
2354,hoar,lcnl
2355,hoard,lcnl
2357,hoax,lcnl
2359,hobs,lcnl
2360,hock,lcnl
2361,hocked,lcnl
2362,hocks,lcnl
2363,hod,lcnl
2365,hoes,lcnl
2367,hogs,lcnl
2369,hoists,lcnl
2371,holds,lcnl
2373,holes,lcnl
2375,homes,lcnl
2377,honk,lcnl
2380,hoods,lcnl
2383,hooked,lcnl
2384,hooks,lcnl
2386,hoops,lcnl
2388,hoots,lcnl
2389,hooves,lcnl
2392,hoped,lcnl
2393,hopes,lcnl
2394,hopped,lcnl
2396,horde,lcnl
2397,hordes,lcnl
2399,horns,lcnl
2403,hosts,lcnl
2406,hounds,lcnl
2408,hours,lcnl
2412,howls,lcnl
2414,hubs,lcnl
2416,hucks,lcnl
2418,hues,lcnl
2422,hugged,lcnl
2423,hugs,lcnl
2426,hulks,lcnl
2428,hulls,lcnl
2430,hummed,lcnl
2432,humped,lcnl
2433,humps,lcnl
2434,hums,lcnl
2438,hunks,lcnl
2440,hunts,lcnl
2442,hurled,lcnl
2443,hurls,lcnl
2445,hurts,lcnl
2447,husk,lcnl
2448,husks,lcnl
2450,hutch,lcnl
2451,huts,lcnl
2453,hymns,lcnl
2455,ices,lcnl
2456,id,lcnl
2457,ides,lcnl
2458,if,lcnl
2459,ilk,lcnl
2460,ilks,lcnl
2462,imp,lcnl
2463,imps,lcnl
2464,in,lcnl
2467,inks,lcnl
2469,inns,lcnl
2471,ires,lcnl
2472,irk,lcnl
2474,it,lcnl
2478,jabbed,lcnl
2479,jabs,lcnl
2481,jacks,lcnl
2484,jags,lcnl
2486,jails,lcnl
2488,jamb,lcnl
2489,jambs,lcnl
2490,jammed,lcnl
2491,jams,lcnl
2494,jars,lcnl
2495,jaunt,lcnl
2496,jaunts,lcnl
2498,jaws,lcnl
2499,jay,lcnl
2502,jean,lcnl
2505,jeeps,lcnl
2507,jeered,lcnl
2508,jeers,lcnl
2511,jerked,lcnl
2512,jerks,lcnl
2514,jests,lcnl
2516,jets,lcnl
2518,jews,lcnl
2519,jib,lcnl
2520,jibe,lcnl
2521,jibes,lcnl
2522,jibs,lcnl
2524,jigs,lcnl
2525,jilt,lcnl
2526,jilts,lcnl
2527,jinks,lcnl
2529,jive,lcnl
2530,jived,lcnl
2531,jives,lcnl
2533,jobs,lcnl
2535,jocks,lcnl
2537,jogged,lcnl
2538,jogs,lcnl
2540,joined,lcnl
2541,joins,lcnl
2543,joints,lcnl
2544,joist,lcnl
2546,jokes,lcnl
2548,jolts,lcnl
2549,joss,lcnl
2551,jots,lcnl
2554,jowls,lcnl
2556,joys,lcnl
2559,jugs,lcnl
2563,jumped,lcnl
2564,jumps,lcnl
2567,junks,lcnl
2571,jutes,lcnl
2573,kales,lcnl
2575,keels,lcnl
2578,keeps,lcnl
2580,kegs,lcnl
2582,kelps,lcnl
2583,kelt,lcnl
2586,ketch,lcnl
2588,keys,lcnl
2590,kicked,lcnl
2591,kicks,lcnl
2593,kids,lcnl
2594,kike,lcnl
2596,killed,lcnl
2597,kills,lcnl
2598,kiln,lcnl
2599,kilns,lcnl
2601,kilts,lcnl
2604,kinds,lcnl
2606,kings,lcnl
2607,kink,lcnl
2608,kinks,lcnl
2609,kins,lcnl
2610,kip,lcnl
2611,kips,lcnl
2612,kirk,lcnl
2613,kirks,lcnl
2615,kissed,lcnl
2618,kites,lcnl
2619,kits,lcnl
2621,klu,lcnl
2622,klutz,lcnl
2623,klux,lcnl
2625,knacks,lcnl
2626,knap,lcnl
2627,knave,lcnl
2628,knaves,lcnl
2630,kneads,lcnl
2633,kneels,lcnl
2634,knees,lcnl
2635,knell,lcnl
2636,knells,lcnl
2641,knights,lcnl
2643,knits,lcnl
2644,knives,lcnl
2646,knobs,lcnl
2648,knocked,lcnl
2649,knocks,lcnl
2651,knolls,lcnl
2653,knots,lcnl
2654,knout,lcnl
2657,knows,lcnl
2658,kraut,lcnl
2659,krauts,lcnl
2660,kvetch,lcnl
2662,labs,lcnl
2664,laces,lcnl
2666,lacks,lcnl
2668,lads,lcnl
2670,lagged,lcnl
2671,lags,lcnl
2674,lair,lcnl
2675,lairs,lcnl
2677,lakes,lcnl
2678,lam,lcnl
2680,lambs,lcnl
2682,lammed,lcnl
2684,lamps,lcnl
2687,lands,lcnl
2689,lanes,lcnl
2693,lapses,lcnl
2694,larch,lcnl
2696,lards,lcnl
2699,larks,lcnl
2701,lashed,lcnl
2704,lat,lcnl
2709,lathes,lcnl
2710,laud,lcnl
2712,laughed,lcnl
2713,laughs,lcnl
2715,launched,lcnl
2718,lawns,lcnl
2719,laws,lcnl
2724,lea,lcnl
2725,leach,lcnl
2727,leads,lcnl
2730,leaks,lcnl
2732,leaned,lcnl
2733,leans,lcnl
2735,leaped,lcnl
2736,leaps,lcnl
2740,learned,lcnl
2741,learns,lcnl
2743,leases,lcnl
2747,leaves,lcnl
2750,ledges,lcnl
2752,leech,lcnl
2753,leek,lcnl
2754,leeks,lcnl
2755,leer,lcnl
2756,leered,lcnl
2757,leers,lcnl
2758,lees,lcnl
2761,legs,lcnl
2762,lei,lcnl
2763,leis,lcnl
2765,lends,lcnl
2767,lengths,lcnl
2774,lets,lcnl
2776,ley,lcnl
2779,licked,lcnl
2780,licks,lcnl
2782,lids,lcnl
2784,lied,lcnl
2785,lieds,lcnl
2786,liege,lcnl
2788,liens,lcnl
2789,lies,lcnl
2792,lifts,lcnl
2795,liked,lcnl
2796,likes,lcnl
2798,lilts,lcnl
2800,limbs,lcnl
2802,limes,lcnl
2805,lines,lcnl
2806,ling,lcnl
2808,linked,lcnl
2809,links,lcnl
2811,lints,lcnl
2813,lips,lcnl
2815,lisp,lcnl
2816,lisped,lcnl
2817,lisps,lcnl
2819,lists,lcnl
2823,lived,lcnl
2824,lives,lcnl
2826,loads,lcnl
2828,loam,lcnl
2829,loams,lcnl
2831,loans,lcnl
2833,loathe,lcnl
2834,loathed,lcnl
2835,loathes,lcnl
2836,loaves,lcnl
2838,lobbed,lcnl
2840,lobes,lcnl
2841,lobs,lcnl
2842,loch,lcnl
2843,lochs,lcnl
2845,locked,lcnl
2846,locks,lcnl
2848,lodes,lcnl
2851,lofts,lcnl
2853,logs,lcnl
2855,loins,lcnl
2856,loll,lcnl
2857,lolled,lcnl
2858,lolls,lcnl
2861,loo,lcnl
2863,looked,lcnl
2864,looks,lcnl
